"","query_id","subject_id","subject_id.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","pident.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","length.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","evalue.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","nextevalue.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","E_diff.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","bitscore.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","pident.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","length.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","evalue.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","nextevalue.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","E_diff.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","bitscore.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best"
"3881","BRARA.F02162-MONOMER","BraA06g024420.3C","BRARA.F02162-MONOMER",99.01,606,0,0,NA,1245,99.01,606,0,4.54e-95,-Inf,1245
"3882","BRARA.F02164-MONOMER","BraA06g026150.3C","BRARA.F02164-MONOMER",99.462,558,0,1.57e-12,-Inf,1153,99.462,558,0,2.58e-13,-Inf,1153
"3883","BRARA.F02170-MONOMER","BraA06g026200.3C","BRARA.F02170-MONOMER",98.206,669,0,0,NA,1358,98.206,669,0,0,NA,1358
"3884","BRARA.F02173-MONOMER","BraA06g026240.3C","BRARA.F02173-MONOMER",99.135,694,0,0,NA,1424,99.135,694,0,0,NA,1424
"3885","BRARA.F02185-MONOMER","BraA06g026430.3C","BRARA.F02185-MONOMER",100,483,0,0,NA,989,100,483,0,0,NA,989
"3886","BRARA.F02188-MONOMER","BraA06g026470.3C","BRARA.F02188-MONOMER",100,264,0,0.078,-Inf,539,100,264,0,1.2,-Inf,539
"3887","BRARA.F02193-MONOMER","BraA06g026520.3C","BRARA.F02193-MONOMER",98.077,312,0,1.15e-110,-Inf,621,98.077,312,0,6.72e-110,-Inf,621
"3888","BRARA.F02206-MONOMER","BraA06g026650.3C","BRARA.F02206-MONOMER",98.817,338,0,4.69e-10,-Inf,686,98.817,338,0,4.58e-11,-Inf,686
"3889","BRARA.F02207-MONOMER","BraA06g026660.3C","BRARA.F02207-MONOMER",100,121,3.83e-87,1.11e-83,-3.46212420481804,248,100,121,9.43e-88,3.48e-83,-4.56706755120926,248
"3890","BRARA.F02216-MONOMER","BraA06g026780.3C","BRARA.F02216-MONOMER",99.387,489,0,2.67e-130,-Inf,999,99.387,489,0,1.27e-128,-Inf,999
"3891","BRARA.F02217-MONOMER","BraA06g026790.3C","BRARA.F02217-MONOMER",95.105,429,0,0,NA,838,95.105,429,0,0,NA,838
"3892","BRARA.F02219-MONOMER","BraA06g026810.3C","BRARA.F02219-MONOMER",98.071,311,0,2.09e-165,-Inf,635,98.071,311,0,7.8e-171,-Inf,635
"3893","BRARA.F02221-MONOMER","BraA06g026830.3C","BRARA.F02221-MONOMER",98.246,114,5.62e-82,6.4e-35,-47.0564436584148,235,98.246,114,1.38e-82,9.86e-35,-47.85399782854,235
"3894","BRARA.F02224-MONOMER","BraA06g026850.3C","BRARA.F02224-MONOMER",97.854,233,2.61e-168,4.8e-143,-25.2646007300373,463,97.854,233,6.47e-169,1e-143,-25.1890957193313,463
"3895","BRARA.F02227-MONOMER","BraA06g026920.3C","BRARA.F02227-MONOMER",99.17,241,1.64e-178,4.23e-176,-2.41149651932733,489,99.17,241,4.05e-179,2.92e-176,-2.85792782823376,489
"3896","BRARA.F02228-MONOMER","BraA06g026930.3C","BRARA.F02228-MONOMER",99.12,909,0,9.97e-12,-Inf,1842,99.12,909,0,0.062,-Inf,1842
"3897","BRARA.F02230-MONOMER","BraA06g026950.3C","BRARA.F02230-MONOMER",100,502,0,0,NA,1031,100,502,0,0,NA,1031
"3898","BRARA.F02238-MONOMER","BraA06g027010.3C","BRARA.F02238-MONOMER",99.209,253,0,8.02e-177,-Inf,511,99.209,253,0,0,NA,511
"3899","BRARA.F02242-MONOMER","BraA06g027040.3C","BRARA.F02242-MONOMER",99.766,427,0,0,NA,872,99.766,427,0,0,NA,872
"3900","BRARA.F02243-MONOMER","BraA06g027050.3C","BRARA.F02243-MONOMER",99.789,474,0,0,NA,963,99.789,474,0,0,NA,963
"3901","BRARA.F02244-MONOMER","BraA06g027060.3C","BRARA.F02244-MONOMER",94.156,308,0,8.18e-136,-Inf,589,94.156,308,0,1.85e-142,-Inf,589
"3902","BRARA.F02246-MONOMER","BraA06g027070.3C","BRARA.F02246-MONOMER",97.651,298,0,2.01e-152,-Inf,599,97.651,298,0,4.03e-161,-Inf,599
"3903","BRARA.F02247-MONOMER","BraA06g027080.3C","BRARA.F02247-MONOMER",98.624,436,0,2.8e-44,-Inf,876,98.624,436,0,2.23e-45,-Inf,876
"3904","BRARA.F02252-MONOMER","BraA06g027130.3C","BRARA.F02252-MONOMER",100,511,0,0,NA,1046,100,511,0,0,NA,1046
"3905","BRARA.F02256-MONOMER","BraA06g027180.3C","BRARA.F02256-MONOMER",92.277,505,0,5.03e-162,-Inf,933,92.277,505,0,2.81e-150,-Inf,933
"3906","BRARA.F02258-MONOMER","BraA06g027200.3C","BRARA.F02258-MONOMER",100,715,0,0,NA,1479,100,715,0,0,NA,1479
"3907","BRARA.F02262-MONOMER","BraA06g027240.3C","BRARA.F02262-MONOMER",99.445,721,0,0,NA,1492,99.445,721,0,0,NA,1492
"3908","BRARA.F02263-MONOMER","BraA06g027250.3C","BRARA.F02263-MONOMER",99.596,742,0,0,NA,1535,99.596,742,0,0,NA,1535
"3909","BRARA.F02265-MONOMER","BraA06g027270.3C","BRARA.F02265-MONOMER",99.241,922,0,0,NA,1895,99.241,922,0,0,NA,1895
"3910","BRARA.F02273-MONOMER","BraA06g027360.3C","BRARA.F02273-MONOMER",97.647,510,0,0.002,-Inf,1017,97.647,510,0,0.006,-Inf,1017
"3911","BRARA.F02279-MONOMER","BraA06g027450.3C","BRARA.F02279-MONOMER",98.276,406,0,0,NA,810,98.276,406,0,0,NA,810
"3912","BRARA.F02281-MONOMER","BraA06g027460.3C","BRARA.F02281-MONOMER",100,365,0,0,NA,748,100,365,0,0,NA,748
"3913","BRARA.F02286-MONOMER","BraA06g027510.3C","BRARA.F02286-MONOMER",100,171,3.46e-123,6.99e-103,-20.3054010769529,344,100,171,8.52e-124,2.32e-102,-21.4350483901242,344
"3914","BRARA.F02291-MONOMER","BraA06g027580.3C","BRARA.F02291-MONOMER",99.701,335,0,0,NA,666,99.701,335,0,0,NA,666
"3915","BRARA.F02292-MONOMER","BraA06g027590.3C","BRARA.F02292-MONOMER",99.701,334,0,2.13e-148,-Inf,681,99.701,334,0,2.43e-148,-Inf,681
"3916","BRARA.F02293-MONOMER","BraA06g027600.3C","BRARA.F02293-MONOMER",98.784,329,0,0,NA,654,98.784,329,0,0,NA,654
"3917","BRARA.F02296-MONOMER","BraA06g027620.3C","BRARA.F02296-MONOMER",96.477,369,0,0.005,-Inf,731,96.477,369,0,0.016,-Inf,731
"3918","BRARA.F02303-MONOMER","BraA06g027690.3C","BRARA.F02303-MONOMER",98.503,334,0,4.94e-05,-Inf,669,98.503,334,0,1.12e-05,-Inf,669
"3919","BRARA.F02308-MONOMER","BraA06g027760.3C","BRARA.F02308-MONOMER",99.055,529,0,0,NA,1073,99.055,529,0,0,NA,1073
"3920","BRARA.F02314-MONOMER","BraA06g027810.3C","BRARA.F02314-MONOMER",98.311,296,0,1.54e-116,-Inf,602,98.311,296,0,7.63e-114,-Inf,602
"3921","BRARA.F02316-MONOMER","BraA06g027830.3C","BRARA.F02316-MONOMER",99.511,409,0,0,NA,853,99.511,409,0,0,NA,853
"3922","BRARA.F02317-MONOMER","BraA06g027840.3C","BRARA.F02317-MONOMER",99.017,407,0,9.66e-92,-Inf,822,99.017,407,0,3.79e-91,-Inf,822
"3923","BRARA.F02322-MONOMER","BraA06g027890.3C","BRARA.F02322-MONOMER",94.876,644,0,0,NA,1246,94.876,644,0,0,NA,1246
"3924","BRARA.F02323-MONOMER","BraA06g027910.3C","BRARA.F02323-MONOMER",96.751,554,0,0,NA,1117,96.751,554,0,7.34e-122,-Inf,1117
"3925","BRARA.F02333-MONOMER","BraA06g028030.3C","BRARA.F02333-MONOMER",100,781,0,0,NA,1616,100,781,0,0,NA,1616
"3926","BRARA.F02338-MONOMER","BraA06g028090.3C","BRARA.F02338-MONOMER",98.344,604,0,0,NA,1225,98.344,604,0,0,NA,1225
"3927","BRARA.F02339-MONOMER","BraA06g028100.3C","BRARA.F02339-MONOMER",99.286,420,0,1.08e-153,-Inf,838,99.286,420,0,3.67e-155,-Inf,838
"3928","BRARA.F02346-MONOMER","BraA06g028190.3C","BRARA.F02346-MONOMER",100,1083,0,0,NA,2247,100,1083,0,0,NA,2247
"3929","BRARA.F02367-MONOMER","BraA06g028400.3C","BRARA.F02367-MONOMER",96.565,757,0,0,NA,1461,96.565,757,0,6.2e-49,-Inf,1461
"3930","BRARA.F02373-MONOMER","BraA06g028460.3C","BRARA.F02373-MONOMER",100,566,0,0,NA,1181,100,566,0,0,NA,1181
"3931","BRARA.F02383-MONOMER","BraA06g028570.3C","BRARA.F02383-MONOMER",99.711,691,0,0,NA,1441,99.711,691,0,0,NA,1441
"3932","BRARA.F02387-MONOMER","BraA06g028610.3C","BRARA.F02387-MONOMER",99.438,356,0,0,NA,728,99.438,356,0,0,NA,728
"3933","BRARA.F02390-MONOMER","BraA06g028640.3C","BRARA.F02390-MONOMER",99.648,284,0,1.15e-170,-Inf,585,99.648,284,0,8.25e-174,-Inf,585
"3934","BRARA.F02411-MONOMER","BraA06g028890.3C","BRARA.F02411-MONOMER",99.537,1079,0,0,NA,2231,99.537,1079,0,0.46,-Inf,2231
"3935","BRARA.F02417-MONOMER","BraA06g028960.3C","BRARA.F02417-MONOMER",95.625,160,1.51e-107,1.19e-50,-56.8965700140994,306,95.625,160,5.58e-108,3.37e-60,-47.7809957019338,306
"3936","BRARA.F02419-MONOMER","BraA06g028990.3C","BRARA.F02419-MONOMER",97.385,803,0,0,NA,1610,97.385,803,0,0,NA,1610
"3937","BRARA.F02425-MONOMER","BraA06g029040.3C","BRARA.F02425-MONOMER",98.187,717,0,2.45e-158,-Inf,1456,98.187,717,0,1.88e-154,-Inf,1456
"3938","BRARA.F02436-MONOMER","BraA06g029160.3C","BRARA.F02436-MONOMER",98.597,713,0,0,NA,1419,98.597,713,0,0,NA,1419
"3939","BRARA.F02437-MONOMER","BraA06g029190.3C","BRARA.F02437-MONOMER",99.55,667,0,0,NA,1383,99.55,667,0,0,NA,1383
"3940","BRARA.F02441-MONOMER","BraA06g029210.3C","BRARA.F02441-MONOMER",88.868,521,0,1.33e-67,-Inf,910,88.868,521,0,3.35e-89,-Inf,910
"3941","BRARA.F02444-MONOMER","BraA06g029240.3C","BRARA.F02444-MONOMER",100,286,0,1.47e-165,-Inf,603,100,286,0,3.59e-141,-Inf,603
"3942","BRARA.F02445-MONOMER","BraA06g029250.3C","BRARA.F02445-MONOMER",99.003,301,0,0.015,-Inf,621,99.003,301,0,0.001,-Inf,621
"3943","BRARA.F02446-MONOMER","BraA06g029260.3C","BRARA.F02446-MONOMER",99.803,1015,0,0,NA,2118,99.803,1015,0,0,NA,2118
"3944","BRARA.F02450-MONOMER","BraA06g029290.3C","BRARA.F02450-MONOMER",100,471,0,0,NA,981,100,471,0,0,NA,981
"3945","BRARA.F02466-MONOMER","BraA06g029470.3C","BRARA.F02466-MONOMER",100,154,6.21e-113,2.59e-100,-12.6202081639047,317,100,154,1.53e-113,6.52e-93,-20.6295561649143,317
"3946","BRARA.F02470-MONOMER","BraA06g029510.3C","BRARA.F02470-MONOMER",100,470,0,0,NA,974,100,470,0,0,NA,974
"3947","BRARA.F02472-MONOMER","BraA06g029530.3C","BRARA.F02472-MONOMER",99.331,598,0,6.47e-53,-Inf,1228,99.331,598,0,0.00012,-Inf,1228
"3948","BRARA.F02473-MONOMER","BraA06g029540.3C","BRARA.F02473-MONOMER",98.188,276,0,3.11e-112,-Inf,553,98.188,276,0,3.56e-126,-Inf,553
"3949","BRARA.F02479-MONOMER","BraA06g029630.3C","BRARA.F02479-MONOMER",96.296,999,0,0,NA,1937,96.296,999,0,0,NA,1937
"3950","BRARA.F02481-MONOMER","BraA06g029650.3C","BRARA.F02481-MONOMER",100,452,0,0,NA,936,100,452,0,0,NA,936
"3951","BRARA.F02482-MONOMER","BraA06g029660.3C","BRARA.F02482-MONOMER",100,351,0,4.49e-148,-Inf,733,100,351,0,0,NA,733
"3952","BRARA.F02491-MONOMER","BraA06g029790.3C","BRARA.F02491-MONOMER",98.936,470,0,0,NA,949,98.936,470,0,0,NA,949
"3953","BRARA.F02497-MONOMER","BraA06g029830.3C","BRARA.F02497-MONOMER",99.684,633,0,0,NA,1316,99.684,633,0,0,NA,1316
"3954","BRARA.F02501-MONOMER","BraA06g029870.3C","BRARA.F02501-MONOMER",98.667,300,0,1.45e-174,-Inf,610,98.667,300,0,1.2e-168,-Inf,610
"3955","BRARA.F02508-MONOMER","BraA06g029930.3C","BRARA.F02508-MONOMER",99.405,504,0,0,NA,1033,99.405,504,0,0,NA,1033
"3956","BRARA.F02521-MONOMER","BraA06g030050.3C","BRARA.F02521-MONOMER",99.286,280,0,3.55e-180,-Inf,563,99.286,280,0,0,NA,563
"3957","BRARA.F02524-MONOMER","BraA06g030100.3C","BRARA.F02524-MONOMER",99.283,279,0,3.42e-180,-Inf,560,99.283,279,0,0,NA,560
"3958","BRARA.F02529-MONOMER","BraA06g030190.3C","BRARA.F02529-MONOMER",99.51,204,3.05e-149,1.65e-93,-55.7331841048671,412,99.51,204,7.51e-150,1.17e-92,-57.192545924742,412
"3959","BRARA.F02533-MONOMER","BraA06g030280.3C","BRARA.F02533-MONOMER",99.088,548,0,0,NA,1128,99.088,548,0,0,NA,1128
"3960","BRARA.F02536-MONOMER","BraA06g030320.3C","BRARA.F02536-MONOMER",97.214,323,0,2.22e-97,-Inf,632,97.214,323,0,4.21e-91,-Inf,632
"3961","BRARA.F02541-MONOMER","BraA06g030380.3C","BRARA.F02541-MONOMER",99.621,264,0,2.24e-92,-Inf,543,99.621,264,0,2.86e-97,-Inf,543
"3962","BRARA.F02551-MONOMER","BraA06g030460.3C","BRARA.F02551-MONOMER",98.936,188,6.39e-136,2.95e-115,-20.6643211578198,377,98.936,188,1.57e-136,2.22e-117,-19.1504533220414,377
"3963","BRARA.F02555-MONOMER","BraA06g030500.3C","BRARA.F02555-MONOMER",99.458,369,0,0,NA,750,99.458,369,0,0,NA,750
"3964","BRARA.F02557-MONOMER","BraA06g030530.3C","BRARA.F02557-MONOMER",100,118,9.57e-80,3.81e-79,-0.600013037898776,229,100,118,2.36e-80,0.48,-79.3083292344055,229
"3965","BRARA.F02562-MONOMER","BraA06g030590.3C","BRARA.F02562-MONOMER",98.663,374,0,0,NA,738,98.663,374,0,0,NA,738
"3966","BRARA.F02569-MONOMER","BraA06g030670.3C","BRARA.F02569-MONOMER",100,224,3.88e-164,2.93e-107,-56.8780358947599,452,100,224,9.56e-165,2.17e-132,-32.3560018415724,452
"3967","BRARA.F02586-MONOMER","BraA06g030880.3C","BRARA.F02586-MONOMER",89.916,119,5.35e-53,3.16e-43,-9.77133330059717,165,96.33,109,5.44e-53,1.02e-41,-11.2730012720637,163
"3968","BRARA.F02587-MONOMER","BraA06g030890.3C","BRARA.F02587-MONOMER",99.869,766,0,0,NA,1579,99.869,766,0,0,NA,1579
"3969","BRARA.F02591-MONOMER","BraA06g030960.3C","BRARA.F02591-MONOMER",99.107,336,0,0,NA,689,99.107,336,0,0,NA,689
"3970","BRARA.F02612-MONOMER","BraA06g031190.3C","BRARA.F02612-MONOMER",99.512,410,0,0,NA,850,99.512,410,0,0,NA,850
"3971","BRARA.F02614-MONOMER","BraA06g031220.3C","BRARA.F02614-MONOMER",98.607,933,0,0,NA,1851,98.607,933,0,0,NA,1851
"3972","BRARA.F02618-MONOMER","BraA06g031270.3C","BRARA.F02618-MONOMER",98.71,465,0,0,NA,944,98.71,465,0,0,NA,944
"3973","BRARA.F02619-MONOMER","BraA06g031370.3C","BRARA.F02619-MONOMER",88.686,548,0,0,NA,1013,88.686,548,0,0,NA,999
"3974","BRARA.F02627-MONOMER","BraA06g031450.3C","BRARA.F02627-MONOMER",98.83,342,0,0,NA,704,98.83,342,0,0,NA,704
"3975","BRARA.F02630-MONOMER","BraA06g031470.3C","BRARA.F02630-MONOMER",95.033,302,0,4.5e-180,-Inf,592,95.033,302,0,1.97e-177,-Inf,570
"3976","BRARA.F02637-MONOMER","BraA06g031530.3C","BRARA.F02637-MONOMER",97.149,456,0,0,NA,905,97.149,456,0,0,NA,905
"3977","BRARA.F02638-MONOMER","BraA06g031540.3C","BRARA.F02638-MONOMER",99.807,519,0,0,NA,1066,99.807,519,0,0,NA,1066
"3978","BRARA.F02642-MONOMER","BraA06g031580.3C","BRARA.F02642-MONOMER",99.652,575,0,0,NA,1176,99.652,575,0,0,NA,1176
"3979","BRARA.F02647-MONOMER","BraA06g031630.3C","BRARA.F02647-MONOMER",99.847,652,0,3.17e-174,-Inf,1351,99.847,652,0,9.17e-175,-Inf,1351
"3980","BRARA.F02658-MONOMER","BraA06g031740.3C","BRARA.F02658-MONOMER",98.438,256,0,0,NA,520,98.438,256,0,4.39e-157,-Inf,520
"3981","BRARA.F02659-MONOMER","BraA06g031750.3C","BRARA.F02659-MONOMER",100,261,0,1.28e-120,-Inf,540,100,261,0,4.28e-106,-Inf,540
"3982","BRARA.F02660-MONOMER","BraA06g031760.3C","BRARA.F02660-MONOMER",98.413,252,0,9.21e-162,-Inf,526,98.413,252,0,1.25e-153,-Inf,526
"3983","BRARA.F02661-MONOMER","BraA06g031780.3C","BRARA.F02661-MONOMER",100,259,0,3.2e-153,-Inf,541,100,259,0,2.27e-162,-Inf,541
"3984","BRARA.F02669-MONOMER","BraA06g031900.3C","BRARA.F02669-MONOMER",100,342,0,0,NA,717,100,342,0,0,NA,717
"3985","BRARA.F02681-MONOMER","BraA06g032060.3C","BRARA.F02681-MONOMER",70.64,344,1.54e-149,6.49e-56,-93.6247239759639,430,70.64,344,1.73e-154,7.29e-106,-48.6246814251892,441
"3986","BRARA.F02688-MONOMER","BraA06g032130.3C","BRARA.F02688-MONOMER",99.297,996,0,0,NA,2036,99.297,996,0,0,NA,2036
"3987","BRARA.F02695-MONOMER","BraA06g032190.3C","BRARA.F02695-MONOMER",96.273,483,0,1.03e-127,-Inf,934,96.273,483,0,4.51e-125,-Inf,934
"3988","BRARA.F02698-MONOMER","BraA06g032230.3C","BRARA.F02698-MONOMER",99.251,534,0,2.15e-103,-Inf,1105,99.251,534,0,1.93e-105,-Inf,1105
"3989","BRARA.F02712-MONOMER","BraA06g032420.3C","BRARA.F02712-MONOMER",100,510,0,0.35,-Inf,1046,100,510,0,0.087,-Inf,1046
"3990","BRARA.F02728-MONOMER","BraA06g032610.3C","BRARA.F02728-MONOMER",97.204,1073,0,0,NA,2136,97.204,1073,0,0,NA,2136
"3991","BRARA.F02729-MONOMER","BraA06g032620.3C","BRARA.F02729-MONOMER",100,481,0,5.9e-151,-Inf,998,100,481,0,1.36e-151,-Inf,998
"3992","BRARA.F02736-MONOMER","BraA06g032680.3C","BRARA.F02736-MONOMER",99.876,808,0,0,NA,1684,99.876,808,0,0,NA,1684
"3993","BRARA.F02755-MONOMER","BraA06g032880.3C","BRARA.F02755-MONOMER",99.307,433,0,0,NA,895,99.307,433,0,0,NA,895
"3994","BRARA.F02757-MONOMER","BraA06g032910.3C","BRARA.F02757-MONOMER",100,158,7.6e-119,3.02e-115,-3.59919335067636,332,100,158,1.87e-119,1.87e-119,0,332
"3995","BRARA.F02762-MONOMER","BraA06g032960.3C","BRARA.F02762-MONOMER",92.95,695,0,0,NA,1315,92.374,695,0,0,NA,1306
"3996","BRARA.F02765-MONOMER","BraA06g032990.3C","BRARA.F02765-MONOMER",100,589,0,0,NA,1217,100,589,0,0,NA,1217
"3997","BRARA.F02767-MONOMER","BraA06g033010.3C","BRARA.F02767-MONOMER",99.206,504,0,1.98e-52,-Inf,1040,99.206,504,0,7.3e-52,-Inf,1040
"3998","BRARA.F02772-MONOMER","BraA06g033080.3C","BRARA.F02772-MONOMER",99.13,460,0,1.44e-176,-Inf,937,99.13,460,0,1.02e-176,-Inf,937
"3999","BRARA.F02776-MONOMER","BraA06g033120.3C","BRARA.F02776-MONOMER",100,126,3.21e-77,1.24e-14,-62.5869166527574,224,100,126,7.91e-78,0.19,-76.3805771174551,224
"4000","BRARA.F02805-MONOMER","BraA06g033410.3C","BRARA.F02805-MONOMER",100,418,0,0,NA,872,100,418,0,0,NA,872
"4001","BRARA.F02814-MONOMER","BraA06g033500.3C","BRARA.F02814-MONOMER",98.938,471,0,0,NA,959,98.938,471,0,0,NA,959
"4002","BRARA.F02821-MONOMER","BraA06g033560.3C","BRARA.F02821-MONOMER",100,337,0,3.69e-92,-Inf,698,100,337,0,9.1e-93,-Inf,698
"4003","BRARA.F02838-MONOMER","BraA06g033760.3C","BRARA.F02838-MONOMER",99.578,711,0,0,NA,1456,99.578,711,0,0,NA,1456
"4004","BRARA.F02856-MONOMER","BraA06g033900.3C","BRARA.F02856-MONOMER",98.14,699,0,0,NA,1412,98.14,699,0,0,NA,1412
"4005","BRARA.F02863-MONOMER","BraA06g034000.3C","BRARA.F02863-MONOMER",97.865,281,0,1.26e-145,-Inf,577,97.865,281,0,8.65e-138,-Inf,577
"4006","BRARA.F02864-MONOMER","BraA06g034030.3C","BRARA.F02864-MONOMER",100,301,0,5.42e-138,-Inf,623,100,301,0,1.3e-146,-Inf,623
"4007","BRARA.F02866-MONOMER","BraA06g034050.3C","BRARA.F02866-MONOMER",100,368,0,2.52e-10,-Inf,749,100,368,0,0,NA,749
"4008","BRARA.F02869-MONOMER","BraA06g034080.3C","BRARA.F02869-MONOMER",93.625,502,0,0,NA,959,93.625,502,0,0,NA,959
"4009","BRARA.F02873-MONOMER","BraA06g034110.3C","BRARA.F02873-MONOMER",99.104,335,0,0,NA,689,99.104,335,0,0,NA,689
"4010","BRARA.F02882-MONOMER","BraA06g034190.3C","BRARA.F02882-MONOMER",95.667,600,0,1.84e-137,-Inf,1181,95.667,600,0,6.86e-111,-Inf,1181
"4011","BRARA.F02891-MONOMER","BraA06g034270.3C","BRARA.F02891-MONOMER",100,186,1.58e-137,1.45e-83,-53.9627109152806,381,100,186,3.9e-138,2.96e-84,-53.8802271040324,381
"4012","BRARA.F02912-MONOMER","BraA06g034520.3C","BRARA.F02912-MONOMER",100,380,0,0,NA,796,100,380,0,0,NA,796
"4013","BRARA.F02915-MONOMER","BraA06g034560.3C","BRARA.F02915-MONOMER",99.815,541,0,0,NA,1126,99.815,541,0,0,NA,1126
"4014","BRARA.F02925-MONOMER","BraA06g034660.3C","BRARA.F02925-MONOMER",97.928,724,0,8.14e-06,-Inf,1459,97.928,724,0,5.6,-Inf,1459
"4015","BRARA.F02936-MONOMER","BraA06g034760.3C","BRARA.F02936-MONOMER",99.483,773,0,0,NA,1594,99.483,773,0,0,NA,1594
"4016","BRARA.F02948-MONOMER","BraA06g034930.3C","BRARA.F02948-MONOMER",99.741,386,0,2.06e-91,-Inf,788,99.741,386,0,3.66e-92,-Inf,788
"4017","BRARA.F02962-MONOMER","BraA06g035090.3C","BRARA.F02962-MONOMER",97.419,155,6.4e-109,2.08e-64,-44.5118833609789,306,97.419,155,1.58e-109,5.56e-67,-42.5464177046276,306
"4018","BRARA.F02971-MONOMER","BraA06g035240.3C","BRARA.F02971-MONOMER",98.305,649,0,0,NA,1330,98.305,649,0,0,NA,1330
"4019","BRARA.F02975-MONOMER","BraA06g035280.3C","BRARA.F02975-MONOMER",96.226,318,0,1.14e-12,-Inf,587,96.226,318,0,4.98e-08,-Inf,589
"4020","BRARA.F02992-MONOMER","BraA06g035430.3C","BRARA.F02992-MONOMER",99.51,204,9.93e-145,6.76e-86,-58.8329974474462,401,99.51,204,2.45e-145,1.78e-91,-53.8612539179444,401
"4021","BRARA.F03000-MONOMER","BraA06g035510.3C","BRARA.F03000-MONOMER",99.441,179,6.75e-130,1.54e-114,-15.3582169480054,362,99.441,179,1.81e-130,7.85e-125,-5.63719108187608,362
"4022","BRARA.F03006-MONOMER","BraA06g035580.3C","BRARA.F03006-MONOMER",96.718,457,0,0.004,-Inf,901,96.718,457,0,0.000894,-Inf,901
"4023","BRARA.F03015-MONOMER","BraA06g034940.3C","BRARA.F03015-MONOMER",98.639,808,0,0,NA,1650,98.639,808,0,0,NA,1650
"4024","BRARA.F03020-MONOMER","BraA06g035670.3C","BRARA.F03020-MONOMER",90.52,538,0,0,NA,953,90.52,538,0,0,NA,953
"4025","BRARA.F03026-MONOMER","BraA06g035740.3C","BRARA.F03026-MONOMER",98.956,383,0,3.06e-169,-Inf,761,98.956,383,0,2.36e-176,-Inf,761
"4026","BRARA.F03028-MONOMER","BraA06g035760.3C","BRARA.F03028-MONOMER",99.69,323,0,0,NA,657,99.69,323,0,0,NA,657
"4027","BRARA.F03031-MONOMER","BraA06g035800.3C","BRARA.F03031-MONOMER",99.478,383,0,0,NA,780,99.478,383,0,0,NA,780
"4028","BRARA.F03032-MONOMER","BraA06g035810.3C","BRARA.F03032-MONOMER",98.217,561,0,0,NA,1139,98.217,561,0,0,NA,1139
"4029","BRARA.F03037-MONOMER","BraA06g035860.3C","BRARA.F03037-MONOMER",99.444,360,0,8.61e-05,-Inf,741,99.444,360,0,2.36e-06,-Inf,741
"4030","BRARA.F03039-MONOMER","BraA06g035880.3C","BRARA.F03039-MONOMER",99.479,384,0,0,NA,795,99.479,384,0,0,NA,795
"4031","BRARA.F03044-MONOMER","BraA06g035920.3C","BRARA.F03044-MONOMER",98.673,452,0,2.87e-123,-Inf,914,98.673,452,0,1.02e-132,-Inf,914
"4032","BRARA.F03055-MONOMER","BraA06g036060.3C","BRARA.F03055-MONOMER",97.907,1242,0,0,NA,2498,97.907,1242,0,0,NA,2498
"4033","BRARA.F03056-MONOMER","BraA06g036080.3C","BRARA.F03056-MONOMER",99.857,1402,0,0,NA,2903,99.857,1402,0,0,NA,2903
"4034","BRARA.F03058-MONOMER","BraA06g036100.3C","BRARA.F03058-MONOMER",99.599,499,0,0,NA,1035,99.599,499,0,0,NA,1035
"4035","BRARA.F03069-MONOMER","BraA06g036240.3C","BRARA.F03069-MONOMER",99.571,466,0,0,NA,960,99.571,466,0,0,NA,960
"4036","BRARA.F03074-MONOMER","BraA06g036290.3C","BRARA.F03074-MONOMER",100,385,0,0,NA,788,100,385,0,0,NA,788
"4037","BRARA.F03075-MONOMER","BraA06g036300.3C","BRARA.F03075-MONOMER",98.468,457,0,0,NA,920,98.468,457,0,0,NA,920
"4038","BRARA.F03076-MONOMER","BraA06g036310.3C","BRARA.F03076-MONOMER",98.249,457,0,0,NA,922,98.249,457,0,0,NA,922
"4039","BRARA.F03077-MONOMER","BraA06g036320.3C","BRARA.F03077-MONOMER",97.593,457,0,0,NA,922,97.593,457,0,0,NA,922
"4040","BRARA.F03090-MONOMER","BraA06g036440.3C","BRARA.F03090-MONOMER",98.754,562,0,1.96e-38,-Inf,1142,98.754,562,0,1.7e-22,-Inf,1142
"4041","BRARA.F03093-MONOMER","BraA06g036470.3C","BRARA.F03093-MONOMER",96.863,255,1.68e-180,1.7e-143,-37.0051396396524,495,96.863,255,0,2.43e-151,-Inf,495
"4042","BRARA.F03096-MONOMER","BraA06g036500.3C","BRARA.F03096-MONOMER",98.161,598,0,1.99e-143,-Inf,1225,98.161,598,0,3.89e-143,-Inf,1225
