name,value,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,over_represented_padjust,Term,Definition,tissue.modules,tissue_LorD_set,-log10 FDR q-val
root.voom5.module.signedhybrid_blue,NA,GO:0009790,9.89337736263748e-4,0.999597973881955,21,176,embryo development,BP,0.04211910879441957,embryo development,"The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant.",root.blue,root_Live,0
root.voom5.module.signedhybrid_blue,NA,GO:0009790,9.89337736263748e-4,0.999597973881955,21,176,embryo development,BP,0.04211910879441957,embryo development,"The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant.",root.blue,root_Dead,0.7253844423426739
root.voom5.module.signedhybrid_blue,NA,GO:0006105,0.0010264460739980179,0.9999439045164874,4,8,succinate metabolic process,BP,0.04321337971531655,succinate metabolic process,"The chemical reactions and pathways involving succinate, also known as butanedioate or ethane dicarboxylate, the dianion of succinic acid. Succinate is an important intermediate in metabolism and a component of the TCA cycle.",root.blue,leaf_Live,0
root.voom5.module.signedhybrid_blue,NA,GO:0006105,0.0010264460739980179,0.9999439045164874,4,8,succinate metabolic process,BP,0.04321337971531655,succinate metabolic process,"The chemical reactions and pathways involving succinate, also known as butanedioate or ethane dicarboxylate, the dianion of succinic acid. Succinate is an important intermediate in metabolism and a component of the TCA cycle.",root.blue,leaf_Dead,0
root.voom5.module.signedhybrid_blue,NA,GO:0006105,0.0010264460739980179,0.9999439045164874,4,8,succinate metabolic process,BP,0.04321337971531655,succinate metabolic process,"The chemical reactions and pathways involving succinate, also known as butanedioate or ethane dicarboxylate, the dianion of succinic acid. Succinate is an important intermediate in metabolism and a component of the TCA cycle.",root.blue,root_Live,0
root.voom5.module.signedhybrid_blue,NA,GO:0006105,0.0010264460739980179,0.9999439045164874,4,8,succinate metabolic process,BP,0.04321337971531655,succinate metabolic process,"The chemical reactions and pathways involving succinate, also known as butanedioate or ethane dicarboxylate, the dianion of succinic acid. Succinate is an important intermediate in metabolism and a component of the TCA cycle.",root.blue,root_Dead,0.7253844423426739
root.voom5.module.signedhybrid_blue,NA,GO:0035435,0.0010816832466961968,0.9998613834887419,6,19,phosphate ion transmembrane transport,BP,0.045038437601449335,phosphate ion transmembrane transport,The process in which a phosphate is transported across a membrane.,root.blue,leaf_Live,0
root.voom5.module.signedhybrid_blue,NA,GO:0035435,0.0010816832466961968,0.9998613834887419,6,19,phosphate ion transmembrane transport,BP,0.045038437601449335,phosphate ion transmembrane transport,The process in which a phosphate is transported across a membrane.,root.blue,leaf_Dead,0
root.voom5.module.signedhybrid_blue,NA,GO:0035435,0.0010816832466961968,0.9998613834887419,6,19,phosphate ion transmembrane transport,BP,0.045038437601449335,phosphate ion transmembrane transport,The process in which a phosphate is transported across a membrane.,root.blue,root_Live,0
root.voom5.module.signedhybrid_blue,NA,GO:0035435,0.0010816832466961968,0.9998613834887419,6,19,phosphate ion transmembrane transport,BP,0.045038437601449335,phosphate ion transmembrane transport,The process in which a phosphate is transported across a membrane.,root.blue,root_Dead,0.7253844423426739
root.voom5.module.signedhybrid_blue,NA,GO:0006042,0.0011246229415533518,1,2,2,glucosamine biosynthetic process,BP,0.04631735136462663,glucosamine biosynthetic process,"The chemical reactions and pathways resulting in the formation of glucosamine (2-amino-2-deoxyglucopyranose), an aminodeoxysugar that occurs in combined form in chitin.",root.blue,leaf_Live,0
root.voom5.module.signedhybrid_blue,NA,GO:0006042,0.0011246229415533518,1,2,2,glucosamine biosynthetic process,BP,0.04631735136462663,glucosamine biosynthetic process,"The chemical reactions and pathways resulting in the formation of glucosamine (2-amino-2-deoxyglucopyranose), an aminodeoxysugar that occurs in combined form in chitin.",root.blue,leaf_Dead,0
root.voom5.module.signedhybrid_blue,NA,GO:0006042,0.0011246229415533518,1,2,2,glucosamine biosynthetic process,BP,0.04631735136462663,glucosamine biosynthetic process,"The chemical reactions and pathways resulting in the formation of glucosamine (2-amino-2-deoxyglucopyranose), an aminodeoxysugar that occurs in combined form in chitin.",root.blue,root_Live,0
root.voom5.module.signedhybrid_blue,NA,GO:0006042,0.0011246229415533518,1,2,2,glucosamine biosynthetic process,BP,0.04631735136462663,glucosamine biosynthetic process,"The chemical reactions and pathways resulting in the formation of glucosamine (2-amino-2-deoxyglucopyranose), an aminodeoxysugar that occurs in combined form in chitin.",root.blue,root_Dead,0.7253844423426739
root.voom5.module.signedhybrid_blue,NA,GO:0030433,0.0012134136392670403,0.9997245110020617,9,57,ubiquitin-dependent ERAD pathway,BP,0.049436820206266836,ubiquitin-dependent ERAD pathway,"The series of steps necessary to target endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. Begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein ubiquitination necessary for correct substrate transfer, transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome.",root.blue,leaf_Live,0
root.voom5.module.signedhybrid_blue,NA,GO:0030433,0.0012134136392670403,0.9997245110020617,9,57,ubiquitin-dependent ERAD pathway,BP,0.049436820206266836,ubiquitin-dependent ERAD pathway,"The series of steps necessary to target endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. Begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein ubiquitination necessary for correct substrate transfer, transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome.",root.blue,leaf_Dead,0
root.voom5.module.signedhybrid_blue,NA,GO:0030433,0.0012134136392670403,0.9997245110020617,9,57,ubiquitin-dependent ERAD pathway,BP,0.049436820206266836,ubiquitin-dependent ERAD pathway,"The series of steps necessary to target endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. Begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein ubiquitination necessary for correct substrate transfer, transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome.",root.blue,root_Live,0
root.voom5.module.signedhybrid_blue,NA,GO:0030433,0.0012134136392670403,0.9997245110020617,9,57,ubiquitin-dependent ERAD pathway,BP,0.049436820206266836,ubiquitin-dependent ERAD pathway,"The series of steps necessary to target endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. Begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein ubiquitination necessary for correct substrate transfer, transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome.",root.blue,root_Dead,0.7253844423426739
root.voom5.module.signedhybrid_brown,NA,GO:0006412,1.0382496189798617e-57,1,103,715,translation,BP,3.933927806314696e-54,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0006412,1.0382496189798617e-57,1,103,715,translation,BP,3.933927806314696e-54,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0006412,1.0382496189798617e-57,1,103,715,translation,BP,3.933927806314696e-54,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",root.brown,root_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0006412,1.0382496189798617e-57,1,103,715,translation,BP,3.933927806314696e-54,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",root.brown,root_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0042254,6.148190211819943e-18,1,32,236,ribosome biogenesis,BP,1.1647746356292882e-14,ribosome biogenesis,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis.",root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0042254,6.148190211819943e-18,1,32,236,ribosome biogenesis,BP,1.1647746356292882e-14,ribosome biogenesis,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis.",root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0042254,6.148190211819943e-18,1,32,236,ribosome biogenesis,BP,1.1647746356292882e-14,ribosome biogenesis,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis.",root.brown,root_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0042254,6.148190211819943e-18,1,32,236,ribosome biogenesis,BP,1.1647746356292882e-14,ribosome biogenesis,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis.",root.brown,root_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0006364,4.042719746111063e-11,1,22,160,rRNA processing,BP,5.1059550393382725e-8,rRNA processing,Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules.,root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0006364,4.042719746111063e-11,1,22,160,rRNA processing,BP,5.1059550393382725e-8,rRNA processing,Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules.,root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0006364,4.042719746111063e-11,1,22,160,rRNA processing,BP,5.1059550393382725e-8,rRNA processing,Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules.,root.brown,root_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0006364,4.042719746111063e-11,1,22,160,rRNA processing,BP,5.1059550393382725e-8,rRNA processing,Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules.,root.brown,root_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0006397,5.574308613436362e-11,1,30,294,mRNA processing,BP,5.280263834077594e-8,mRNA processing,Any process involved in the conversion of a primary mRNA transcript into one or more mature mRNA(s) prior to translation into polypeptide.,root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0006397,5.574308613436362e-11,1,30,294,mRNA processing,BP,5.280263834077594e-8,mRNA processing,Any process involved in the conversion of a primary mRNA transcript into one or more mature mRNA(s) prior to translation into polypeptide.,root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0006397,5.574308613436362e-11,1,30,294,mRNA processing,BP,5.280263834077594e-8,mRNA processing,Any process involved in the conversion of a primary mRNA transcript into one or more mature mRNA(s) prior to translation into polypeptide.,root.brown,root_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0006397,5.574308613436362e-11,1,30,294,mRNA processing,BP,5.280263834077594e-8,mRNA processing,Any process involved in the conversion of a primary mRNA transcript into one or more mature mRNA(s) prior to translation into polypeptide.,root.brown,root_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0000028,1.5378895095340503e-10,0.9999999999902743,13,61,ribosomal small subunit assembly,BP,1.1654126703249033e-7,ribosomal small subunit assembly,"The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit.",root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0000028,1.5378895095340503e-10,0.9999999999902743,13,61,ribosomal small subunit assembly,BP,1.1654126703249033e-7,ribosomal small subunit assembly,"The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit.",root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0000028,1.5378895095340503e-10,0.9999999999902743,13,61,ribosomal small subunit assembly,BP,1.1654126703249033e-7,ribosomal small subunit assembly,"The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit.",root.brown,root_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0000028,1.5378895095340503e-10,0.9999999999902743,13,61,ribosomal small subunit assembly,BP,1.1654126703249033e-7,ribosomal small subunit assembly,"The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit.",root.brown,root_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0009451,5.0553365083008494e-9,0.9999999990423133,27,273,RNA modification,BP,3.1924450049919864e-6,RNA modification,The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically.,root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0009451,5.0553365083008494e-9,0.9999999990423133,27,273,RNA modification,BP,3.1924450049919864e-6,RNA modification,The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically.,root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0009451,5.0553365083008494e-9,0.9999999990423133,27,273,RNA modification,BP,3.1924450049919864e-6,RNA modification,The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically.,root.brown,root_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0009451,5.0553365083008494e-9,0.9999999990423133,27,273,RNA modification,BP,3.1924450049919864e-6,RNA modification,The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically.,root.brown,root_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0000027,3.105932072183629e-8,0.999999997006299,12,72,ribosomal large subunit assembly,BP,1.6811966602148246e-5,ribosomal large subunit assembly,"The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the large ribosomal subunit.",root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0000027,3.105932072183629e-8,0.999999997006299,12,72,ribosomal large subunit assembly,BP,1.6811966602148246e-5,ribosomal large subunit assembly,"The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the large ribosomal subunit.",root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0000027,3.105932072183629e-8,0.999999997006299,12,72,ribosomal large subunit assembly,BP,1.6811966602148246e-5,ribosomal large subunit assembly,"The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the large ribosomal subunit.",root.brown,root_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0000027,3.105932072183629e-8,0.999999997006299,12,72,ribosomal large subunit assembly,BP,1.6811966602148246e-5,ribosomal large subunit assembly,"The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the large ribosomal subunit.",root.brown,root_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0006413,6.036604423426969e-8,0.9999999886027893,19,182,translational initiation,BP,2.8099720794351617e-5,translational initiation,"The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA.",root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0006413,6.036604423426969e-8,0.9999999886027893,19,182,translational initiation,BP,2.8099720794351617e-5,translational initiation,"The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA.",root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0006413,6.036604423426969e-8,0.9999999886027893,19,182,translational initiation,BP,2.8099720794351617e-5,translational initiation,"The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA.",root.brown,root_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0006413,6.036604423426969e-8,0.9999999886027893,19,182,translational initiation,BP,2.8099720794351617e-5,translational initiation,"The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA.",root.brown,root_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0002181,6.674518003408935e-8,0.9999999929961284,12,83,cytoplasmic translation,BP,2.8099720794351617e-5,cytoplasmic translation,The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein.,root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0002181,6.674518003408935e-8,0.9999999929961284,12,83,cytoplasmic translation,BP,2.8099720794351617e-5,cytoplasmic translation,The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein.,root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0002181,6.674518003408935e-8,0.9999999929961284,12,83,cytoplasmic translation,BP,2.8099720794351617e-5,cytoplasmic translation,The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein.,root.brown,root_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0002181,6.674518003408935e-8,0.9999999929961284,12,83,cytoplasmic translation,BP,2.8099720794351617e-5,cytoplasmic translation,The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein.,root.brown,root_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0009684,3.138690523939703e-6,0.9999998687498548,6,17,indoleacetic acid biosynthetic process,BP,0.0011892498395207536,indoleacetic acid biosynthetic process,"The chemical reactions and pathways resulting in the formation of indole-3-acetic acid, a compound which functions as a growth regulator in plants.",root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0009684,3.138690523939703e-6,0.9999998687498548,6,17,indoleacetic acid biosynthetic process,BP,0.0011892498395207536,indoleacetic acid biosynthetic process,"The chemical reactions and pathways resulting in the formation of indole-3-acetic acid, a compound which functions as a growth regulator in plants.",root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0009684,3.138690523939703e-6,0.9999998687498548,6,17,indoleacetic acid biosynthetic process,BP,0.0011892498395207536,indoleacetic acid biosynthetic process,"The chemical reactions and pathways resulting in the formation of indole-3-acetic acid, a compound which functions as a growth regulator in plants.",root.brown,root_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0009684,3.138690523939703e-6,0.9999998687498548,6,17,indoleacetic acid biosynthetic process,BP,0.0011892498395207536,indoleacetic acid biosynthetic process,"The chemical reactions and pathways resulting in the formation of indole-3-acetic acid, a compound which functions as a growth regulator in plants.",root.brown,root_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0008380,6.9485887064170995e-6,0.9999985179072111,15,152,RNA splicing,BP,0.00239347296441949,RNA splicing,The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA.,root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0008380,6.9485887064170995e-6,0.9999985179072111,15,152,RNA splicing,BP,0.00239347296441949,RNA splicing,The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA.,root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0008380,6.9485887064170995e-6,0.9999985179072111,15,152,RNA splicing,BP,0.00239347296441949,RNA splicing,The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA.,root.brown,root_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0008380,6.9485887064170995e-6,0.9999985179072111,15,152,RNA splicing,BP,0.00239347296441949,RNA splicing,The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA.,root.brown,root_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0000381,7.867583898297456e-6,0.9999992515248389,8,45,"regulation of alternative mRNA splicing, via spliceosome",BP,0.0024841896158874217,"regulation of alternative mRNA splicing, via spliceosome","Any process that modulates the frequency, rate or extent of alternative splicing of nuclear mRNAs.",root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0000381,7.867583898297456e-6,0.9999992515248389,8,45,"regulation of alternative mRNA splicing, via spliceosome",BP,0.0024841896158874217,"regulation of alternative mRNA splicing, via spliceosome","Any process that modulates the frequency, rate or extent of alternative splicing of nuclear mRNAs.",root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0000381,7.867583898297456e-6,0.9999992515248389,8,45,"regulation of alternative mRNA splicing, via spliceosome",BP,0.0024841896158874217,"regulation of alternative mRNA splicing, via spliceosome","Any process that modulates the frequency, rate or extent of alternative splicing of nuclear mRNAs.",root.brown,root_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0000381,7.867583898297456e-6,0.9999992515248389,8,45,"regulation of alternative mRNA splicing, via spliceosome",BP,0.0024841896158874217,"regulation of alternative mRNA splicing, via spliceosome","Any process that modulates the frequency, rate or extent of alternative splicing of nuclear mRNAs.",root.brown,root_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0000461,1.5984228936183702e-5,0.9999996891949129,4,9,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0046587879568615416,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Endonucleolytic cleavage at the 3'-end of the SSU-rRNA from an originally tricistronic rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript, to produce the mature end of the SSU-rRNA.",root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0000461,1.5984228936183702e-5,0.9999996891949129,4,9,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0046587879568615416,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Endonucleolytic cleavage at the 3'-end of the SSU-rRNA from an originally tricistronic rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript, to produce the mature end of the SSU-rRNA.",root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0000461,1.5984228936183702e-5,0.9999996891949129,4,9,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0046587879568615416,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Endonucleolytic cleavage at the 3'-end of the SSU-rRNA from an originally tricistronic rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript, to produce the mature end of the SSU-rRNA.",root.brown,root_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0000461,1.5984228936183702e-5,0.9999996891949129,4,9,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0046587879568615416,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Endonucleolytic cleavage at the 3'-end of the SSU-rRNA from an originally tricistronic rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript, to produce the mature end of the SSU-rRNA.",root.brown,root_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0006569,1.7340411384852483e-5,0.9999997144467989,4,7,tryptophan catabolic process,BP,0.0046930584812290045,tryptophan catabolic process,"The chemical reactions and pathways resulting in the breakdown of tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid.",root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0006569,1.7340411384852483e-5,0.9999997144467989,4,7,tryptophan catabolic process,BP,0.0046930584812290045,tryptophan catabolic process,"The chemical reactions and pathways resulting in the breakdown of tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid.",root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0006569,1.7340411384852483e-5,0.9999997144467989,4,7,tryptophan catabolic process,BP,0.0046930584812290045,tryptophan catabolic process,"The chemical reactions and pathways resulting in the breakdown of tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid.",root.brown,root_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0006569,1.7340411384852483e-5,0.9999997144467989,4,7,tryptophan catabolic process,BP,0.0046930584812290045,tryptophan catabolic process,"The chemical reactions and pathways resulting in the breakdown of tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid.",root.brown,root_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0046686,7.748754529545061e-5,0.9999648091554301,36,753,response to cadmium ion,BP,0.019573353941630824,response to cadmium ion,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus.",root.brown,leaf_Live,0
root.voom5.module.signedhybrid_brown,NA,GO:0046686,7.748754529545061e-5,0.9999648091554301,36,753,response to cadmium ion,BP,0.019573353941630824,response to cadmium ion,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus.",root.brown,leaf_Dead,0
root.voom5.module.signedhybrid_brown,NA,GO:0046686,7.748754529545061e-5,0.9999648091554301,36,753,response to cadmium ion,BP,0.019573353941630824,response to cadmium ion,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus.",root.brown,root_Live,0
