name,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,over_represented_padjust,Definition,value
leaf.turquoise,GO:0010114,2.5987727381975506e-8,0.9999999941261278,26,106,response to red light,BP,3.5166963946537574e-6,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a red light stimulus. Red light is electromagnetic radiation of wavelength of 580-700nm. An example of this response is seen at the beginning of many plant species developmental stages. These include germination, and the point when cotyledon expansion is triggered. In certain species these processes take place in response to absorption of red light by the pigment molecule phytochrome, but the signal can be reversed by exposure to far red light. During the initial phase the phytochrome molecule is only present in the red light absorbing form, but on absorption of red light it changes to a far red light absorbing form, triggering progress through development. An immediate short period of exposure to far red light entirely returns the pigment to its initial state and prevents triggering of the developmental process. A thirty minute break between red and subsequent far red light exposure renders the red light effect irreversible, and development then occurs regardless of whether far red light exposure subsequently occurs.",NA
leaf.turquoise,GO:0009854,7.611999918302638e-8,0.9999999938217574,12,25,oxidative photosynthetic carbon pathway,BP,9.945471617396102e-6,"The reactions of the C2 pathway bring about the metabolic conversion of two molecules of 2-phosphoglycolate to one molecule of 3-phosphoglycerate, which can be used by the C3 cycle, and one molecule of carbon dioxide (CO2).",NA
leaf.turquoise,GO:1901259,2.585630066728557e-7,0.9999999746614243,12,29,chloroplast rRNA processing,BP,3.265650774278168e-5,NA,NA
leaf.turquoise,GO:0009765,4.260026526637214e-7,0.999999975687432,9,17,"photosynthesis, light harvesting",BP,5.2068517772349684e-5,Absorption and transfer of the energy absorbed from light photons between photosystem reaction centers.,NA
leaf.turquoise,GO:0006779,1.0569634151539908e-6,0.9999999192969122,10,19,porphyrin-containing compound biosynthetic process,BP,1.2515107437557723e-4,The chemical reactions and pathways resulting in the formation of any member of a large group of derivatives or analogs of porphyrin. Porphyrin consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group.,NA
leaf.turquoise,GO:0009772,1.1115839497089157e-6,0.9999999284289878,9,17,photosynthetic electron transport in photosystem II,BP,1.2763004804385096e-4,"A photosynthetic electron transport chain in which electrons move from the primary electron acceptor (Quinone, Q) through a chain of electron transport molecules in the thylakoid membrane until they reach the ultimate electron acceptor of Photosystem II, which is plastocyanin (PC). The electron is then passed to the P700 chlorophyll a molecules of the reaction centre of photosystem I.",NA
leaf.turquoise,GO:0019464,1.681329696723758e-6,0.9999999397936302,7,11,glycine decarboxylation via glycine cleavage system,BP,1.873693594378329e-4,"The chemical reactions and pathways resulting in the breakdown of glycine by oxidative cleavage to carbon dioxide, ammonia, and a methylene group, mediated by enzymes of the glycine cleavage complex.",NA
leaf.turquoise,GO:0080167,1.7827332895533588e-6,0.9999993065001994,41,254,response to karrikin,BP,1.9299361240336218e-4,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a karrikin stimulus. Karrikins are signaling molecules in smoke from burning vegetation that trigger seed germination for many angiosperms (flowering plants).",NA
leaf.turquoise,GO:0006636,1.9606684144441664e-6,0.9999996660096517,15,49,unsaturated fatty acid biosynthetic process,BP,2.0636035062024852e-4,"The chemical reactions and pathways resulting in the formation of an unsaturated fatty acid, any fatty acid containing one or more double bonds between carbon atoms.",NA
leaf.turquoise,GO:0006839,2.0558807288040452e-6,0.9999995697943316,18,65,mitochondrial transport,BP,2.1053329949833856e-4,"Transport of substances into, out of or within a mitochondrion.",NA
leaf.turquoise,GO:0006098,2.608099062522131e-6,0.9999997152774377,11,26,pentose-phosphate shunt,BP,2.600549302077988e-4,"The glucose-6-phosphate catabolic process in which, coupled to NADPH synthesis, glucose-6-P is oxidized with the formation of carbon dioxide (CO2) and ribulose 5-phosphate; ribulose 5-P then enters a series of reactions interconverting sugar phosphates. The pentose phosphate pathway is a major source of reducing equivalents for biosynthesis reactions and is also important for the conversion of hexoses to pentoses.",NA
leaf.turquoise,GO:0009637,2.8108667878752637e-6,0.9999992962298896,21,88,response to blue light,BP,2.730865194681891e-4,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a blue light stimulus. Blue light is electromagnetic radiation with a wavelength of between 440 and 500nm.",NA
leaf.turquoise,GO:0006782,3.295838774373535e-6,0.999999680525255,10,23,protoporphyrinogen IX biosynthetic process,BP,3.1219832790253306e-4,The chemical reactions and pathways resulting in the formation of protoporphyrinogen IX.,NA
leaf.turquoise,GO:0009651,5.449426461633908e-6,0.9999968363272936,118,1045,response to salt stress,BP,5.036067527592897e-4,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment.",NA
leaf.turquoise,GO:0010218,7.049206820695151e-6,0.9999981729443427,20,91,response to far red light,BP,6.359391581812839e-4,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of far red light stimulus. Far red light is electromagnetic radiation of wavelength 700-800nm. An example of this response is seen at the beginning of many plant species developmental stages. These include germination, and the point when cotyledon expansion is triggered. In certain species these processes take place in response to absorption of red light by the pigment molecule phytochrome, but the signal can be reversed by exposure to far red light. During the initial phase the phytochrome molecule is only present in the red light absorbing form, but on absorption of red light it changes to a far red light absorbing form, triggering progress through development. An immediate short period of exposure to far red light entirely returns the pigment to its initial state and prevents triggering of the developmental process. A thirty minute break between red and subsequent far red light exposure renders the red light effect irreversible, and development then occurs regardless of whether far red light exposure subsequently occurs.",NA
leaf.turquoise,GO:0050665,8.630719424716496e-6,0.9999992048232063,9,20,hydrogen peroxide biosynthetic process,BP,7.605068814011815e-4,"The chemical reactions and pathways resulting in the formation of hydrogen peroxide (H2O2), a potentially harmful byproduct of aerobic cellular respiration which can cause damage to DNA.",NA
leaf.turquoise,GO:0034599,9.416575670038971e-6,0.9999982009637294,14,60,cellular response to oxidative stress,BP,8.108955730404013e-4,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals.",NA
leaf.turquoise,GO:0006000,1.193302237477408e-5,0.999998585274722,10,26,fructose metabolic process,BP,0.0010047604839559777,"The chemical reactions and pathways involving fructose, the ketohexose arabino-2-hexulose. Fructose exists in a open chain form or as a ring compound. D-fructose is the sweetest of the sugars and is found free in a large number of fruits and honey.",NA
leaf.turquoise,GO:0006412,1.3413508819464003e-5,0.9999930682510035,67,715,translation,BP,0.0011048648894988935,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",NA
leaf.turquoise,GO:0006006,1.7369615218467834e-5,0.9999972463256149,12,34,glucose metabolic process,BP,0.0014002866396335028,"The chemical reactions and pathways involving glucose, the aldohexose gluco-hexose. D-glucose is dextrorotatory and is sometimes known as dextrose; it is an important source of energy for living organisms and is found free as well as combined in homo- and hetero-oligosaccharides and polysaccharides.",NA
leaf.turquoise,GO:0010205,1.8045906117670155e-5,0.9999977506864722,10,26,photoinhibition,BP,0.0014244987141635878,The mechanism by which high light intensity inhibits photosynthesis through inactivation of the D1 protein of photosystem II.,NA
leaf.turquoise,GO:0009658,1.897081808156926e-5,0.9999918193926304,40,254,chloroplast organization,BP,0.0014669475451237943,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the chloroplast.",NA
leaf.turquoise,GO:0010206,2.3516888136713502e-5,0.9999979020985664,8,18,photosystem II repair,BP,0.0017821097830001491,Proteolysis of the damaged D1 protein and re-assembly of a new D1 subunit in the photosystem II following photoinhibition.,NA
leaf.turquoise,GO:0019252,2.802568358257001e-5,0.9999938530505216,15,54,starch biosynthetic process,BP,0.0020821434332227015,"The chemical reactions and pathways resulting in the formation of starch, the most important reserve polysaccharide in plants.",NA
leaf.turquoise,GO:0006783,3.1277702688106614e-5,0.9999963260188701,9,24,heme biosynthetic process,BP,0.0022790618362545376,"The chemical reactions and pathways resulting in the formation of heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring, from less complex precursors.",NA
leaf.turquoise,GO:0030388,3.270577429908192e-5,0.9999984735882932,6,10,"fructose 1,6-bisphosphate metabolic process",BP,0.0023381543173438,"The chemical reactions and pathways involving fructose 1,6-bisphosphate, also known as FBP. The D enantiomer is a metabolic intermediate in glycolysis and gluconeogenesis.",NA
leaf.turquoise,GO:0009744,4.713933567544379e-5,0.9999838406776778,24,136,response to sucrose,BP,0.003307610053226973,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a sucrose stimulus.",NA
leaf.turquoise,GO:0044262,5.313857422437599e-5,0.9999968469297356,6,12,cellular carbohydrate metabolic process,BP,0.0036607646861120113,"The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y, as carried out by individual cells.",NA
leaf.turquoise,GO:0098542,5.976151887841719e-5,1,4,4,defense response to other organism,BP,0.004043507054112906,Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism.,NA
leaf.turquoise,GO:1902326,7.062322831807242e-5,0.9999958485333632,6,11,positive regulation of chlorophyll biosynthetic process,BP,0.0046945861771434455,NA,NA
leaf.turquoise,GO:0080153,7.710158201976976e-5,0.9999984455514024,4,6,negative regulation of reductive pentose-phosphate cycle,BP,0.005036860246084614,"Any process that stops, prevents, or reduces the frequency, rate or extent of the reductive pentose-phosphate cycle.",NA
leaf.turquoise,GO:0048564,9.417078375611661e-5,0.99998670815580315,9,27,photosystem I assembly,BP,0.006047679655117388,"The aggregation, arrangement and bonding together of a set of components to form a photosystem I complex on the thylakoid membrane.",NA
leaf.turquoise,GO:0019676,1.0271434600143563e-4,0.9999940516461485,6,10,ammonia assimilation cycle,BP,0.00648641094999066,"The pathway by which ammonia is processed and incorporated into a cell. In an energy-rich (glucose-containing), nitrogen-poor environment, glutamine synthetase and glutamate synthase form an ammonia assimilatory cycle, in which ammonia is incorporated into L-glutamate to form L-glutamine, which then combines with alpha-ketoglutarate to regenerate L-glutamate. This ATP-dependent cycle is essential for nitrogen-limited growth and for steady-state growth with some sources of nitrogen.",NA
leaf.turquoise,GO:0009780,1.1984152364461775e-4,1,3,3,photosynthetic NADP+ reduction,BP,0.007402562249487742,An NADPH regeneration process that contributes to the light reactions of photosynthesis. The light reactions of photosynthesis use energy from photons to generate high-energy electrons. These electrons are used directly to reduce NADP+ to NADPH. NADPH is a relatively stable molecule and can pass on its hydrogen atom to other molecules in chemical reactions.,NA
leaf.turquoise,GO:0010581,1.2143425393588172e-4,0.9999884479401978,7,16,regulation of starch biosynthetic process,BP,0.007402562249487742,"An process which modulate the frequency, rate or extent of starch biosynthesis, the chemical reactions and pathways resulting in the formation of starch.",NA
leaf.turquoise,GO:0006546,1.2308298277058003e-4,0.9999943333264812,5,9,glycine catabolic process,BP,0.007402562249487742,"The chemical reactions and pathways resulting in the breakdown of glycine, aminoethanoic acid.",NA
leaf.turquoise,GO:0046688,1.5167353304100504e-4,0.9999842702928367,7,18,response to copper ion,BP,0.008868743299768726,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a copper ion stimulus.",NA
leaf.turquoise,GO:0009269,1.5214260081419033e-4,0.9999729832502651,10,37,response to desiccation,BP,0.008868743299768726,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a desiccation stimulus, extreme dryness resulting from the prolonged deprivation of water.",NA
leaf.turquoise,GO:0043085,1.6600927661928315e-4,0.9999775822563334,8,26,positive regulation of catalytic activity,BP,0.009530441653188846,Any process that activates or increases the activity of an enzyme.,NA
leaf.turquoise,GO:0006002,1.8399429049441304e-4,0.9999675050150395,10,32,fructose 6-phosphate metabolic process,BP,0.010328867451508872,"The chemical reactions and pathways involving fructose 6-phosphate, also known as F6P. The D-enantiomer is an important intermediate in glycolysis, gluconeogenesis, and fructose metabolism.",NA
leaf.turquoise,GO:1903862,1.8536895927754113e-4,0.9999917057113415,5,8,positive regulation of oxidative phosphorylation,BP,0.010328867451508872,NA,NA
leaf.turquoise,GO:0006633,2.0559411199645974e-4,0.9999148117990476,28,180,fatty acid biosynthetic process,BP,0.011289798410936028,"The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes.",NA
leaf.turquoise,GO:0009231,2.2326246700509665e-4,0.9999817760160827,6,13,riboflavin biosynthetic process,BP,0.012084878392604446,"The chemical reactions and pathways resulting in the formation of riboflavin (vitamin B2), the precursor for the coenzymes flavin mononucleotide (FMN) and flavin adenine dinucleotide (FAD).",NA
leaf.turquoise,GO:0010275,2.276090998788108e-4,1,3,3,NAD(P)H dehydrogenase complex assembly,BP,0.012146632104800199,"The aggregation, arrangement and bonding together of a set of components to form NAD(P)H dehydrogenase complex, which is involved in electron transport from an unidentified electron donor, possibly NAD(P)H or ferredoxin(Fd) to the plastoquinone pool.",NA
leaf.turquoise,GO:0051171,2.3301681376684138e-4,0.9999958024697075,4,5,regulation of nitrogen compound metabolic process,BP,0.01225824327934279,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds.",NA
leaf.turquoise,GO:0019344,2.3617095787596297e-4,0.9999511848522343,11,41,cysteine biosynthetic process,BP,0.01225824327934279,"The chemical reactions and pathways resulting in the formation of cysteine, 2-amino-3-mercaptopropanoic acid.",NA
leaf.turquoise,GO:0006268,2.4636774908512807e-4,0.9999602753743364,9,27,DNA unwinding involved in DNA replication,BP,0.012614694611939868,"The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating unpaired template strands for DNA replication.",NA
leaf.turquoise,GO:0010258,2.4984157326192664e-4,0.9999916757671252,4,7,NADH dehydrogenase complex (plastoquinone) assembly,BP,0.012621996281192534,"The aggregation, arrangement and bonding together of a set of components to form NADH:plastoquinone dehydrogenase complex, which is involved in the non-photochemical reduction of plastoquinones, as well as the cyclic electron transport around photosystem I.",NA
leaf.turquoise,GO:0010133,3.4301407848992793e-4,0.9999931297599992,4,5,proline catabolic process to glutamate,BP,0.01710105714997812,"The chemical reactions and pathways resulting in the breakdown of proline into other compounds, including glutamate.",NA
leaf.turquoise,GO:0090391,3.7088216788381905e-4,0.9999862511303574,4,7,granum assembly,BP,0.018250292650802472,A process that is carried out at the cellular level which results in the assembly of a granum. A granum is a distinct stack of lamellae seen within chloroplasts.,NA
leaf.turquoise,GO:0046166,4.0476180575609125e-4,0.9999846347480849,4,7,glyceraldehyde-3-phosphate biosynthetic process,BP,0.019508567120199882,"The chemical reactions and pathways resulting in the formation of glyceraldehyde-3-phosphate, an important intermediate in glycolysis.",NA
leaf.turquoise,GO:0035674,4.067502777766669e-4,1,3,3,tricarboxylic acid transmembrane transport,BP,0.019508567120199882,The process in which a tricarboxylic acid is transported across a membrane.,NA
leaf.turquoise,GO:0034605,5.440761812494448e-4,0.9997990816072791,20,117,cellular response to heat,BP,0.025768808134426828,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism.",NA
leaf.turquoise,GO:0006270,6.147362661151337e-4,0.9998827021962147,9,32,DNA replication initiation,BP,0.028755996448274587,"The process in which DNA-dependent DNA replication is started; this begins with the ATP dependent loading of an initiator complex onto the DNA, this is followed by DNA melting and helicase activity. In bacteria, the gene products that enable the helicase activity are loaded after the initial melting and in archaea and eukaryotes, the gene products that enable the helicase activity are inactive when they are loaded and subsequently activate.",NA
leaf.turquoise,GO:0070125,6.793534056137835e-4,0.9999502898864231,5,10,mitochondrial translational elongation,BP,0.03139109821793446,The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis in a mitochondrion.,NA
leaf.turquoise,GO:0033014,7.58986190255064e-4,0.9999430299863095,5,10,tetrapyrrole biosynthetic process,BP,0.034648176805740206,"The chemical reactions and pathways leading to the formation of tetrapyrroles, natural pigments containing four pyrrole rings joined by one-carbon units linking position 2 of one pyrrole ring to position 5 of the next.",NA
leaf.turquoise,GO:0042026,8.096768205825854e-4,0.999719355075207,17,97,protein refolding,BP,0.03652220801413591,"The process carried out by a cell that restores the biological activity of an unfolded or misfolded protein, using helper proteins such as chaperones.",NA
leaf.turquoise,GO:0006979,8.312589097177804e-4,0.9995107136877227,56,502,response to oxidative stress,BP,0.03705458834024317,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals.",NA
leaf.turquoise,GO:0015976,8.448524734754073e-4,0.9999001414719234,6,17,carbon utilization,BP,0.037222628162771144,"A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary carbon sources and then activates genes to scavenge the last traces of the primary carbon source and to transport and metabolize alternative carbon sources such as carbon dioxide or carbonic acid. The utilization process begins when the cell or organism detects carbon levels, includes the activation of genes whose products detect, transport or metabolize carbon-containing substances, and ends when carbon is incorporated into the cell or organism's metabolism.",NA
leaf.turquoise,GO:0055070,9.642757719438646e-4,0.9999155738747122,5,12,copper ion homeostasis,BP,0.04199587241258969,Any process involved in the maintenance of an internal steady state of copper ions within an organism or cell.,NA
leaf.turquoise,GO:0015977,9.844164723486557e-4,0.9998457880940972,7,25,carbon fixation,BP,0.04238584106510292,A metabolic process in which carbon (usually derived from carbon dioxide) is incorporated into organic compounds (usually carbohydrates).,NA
leaf.turquoise,GO:0019323,9.9751218446759e-4,0.9999832497731398,3,4,pentose catabolic process,BP,0.04246711985334493,"The chemical reactions and pathways resulting in the breakdown of a pentose, any monosaccharide with a chain of five carbon atoms in the molecule.",NA
leaf.turquoise,GO:0006535,0.0010523866447876722,0.999837973874437,7,22,cysteine biosynthetic process from serine,BP,0.044305477745561005,"The chemical reactions and pathways resulting in the formation of cysteine from other compounds, including serine.",NA
leaf.turquoise,GO:0000413,0.0010749527545958616,0.9997189418427778,11,59,protein peptidyl-prolyl isomerization,BP,0.044758197661139774,The modification of a protein by cis-trans isomerization of a proline residue.,NA
leaf.turquoise,GO:0016226,0.001143463422126263,0.9997231113534024,10,51,iron-sulfur cluster assembly,BP,0.04685454319867882,The incorporation of iron and exogenous sulfur into a metallo-sulfur cluster.,NA
leaf.turquoise,GO:0019222,0.0011500323350427898,0.9999796831830439,3,4,regulation of metabolic process,BP,0.04685454319867882,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism.",NA
leaf.turquoise,GO:0045038,0.0011867010423340354,0.9998910000521447,5,12,protein import into chloroplast thylakoid membrane,BP,0.047834151589400645,"The import of proteins into the chloroplast thylakoid membranes. Proteins that are destined for the thylakoid lumen require two uptake-targeting sequences: the first targets the protein to the stroma, and the second targets the protein from the stroma to the thylakoid lumen. Four separate thylakoid-import systems deal with the proteins once they are in the stroma.",NA
leaf.turquoise,GO:0010029,0.0012118336259237996,0.9996174798380346,14,72,regulation of seed germination,BP,0.04833302745921344,"Any process that modulates the frequency, rate or extent of seed germination.",NA
leaf.violet,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
leaf.white,GO:0009451,4.1521592127402694e-15,1,20,273,RNA modification,BP,1.573253125707288e-11,The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically.,NA
leaf.white,GO:0009658,1.3327015943564752e-7,0.9999999875578318,11,254,chloroplast organization,BP,1.9177220471596463e-4,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the chloroplast.",NA
leaf.white,GO:0045037,1.5183864189704247e-7,0.9999999956469966,6,39,protein import into chloroplast stroma,BP,1.9177220471596463e-4,"The targeting and import of proteins into the chloroplast stroma. Import depends on ATP hydrolysis catalyzed by stromal chaperones. Chloroplast stromal proteins, such as the S subunit of rubisco, have a N-terminal stromal-import sequence of about 44 amino acids which is cleaved from the protein precursor after import.",NA
leaf.white,GO:0016192,1.2455994433493915e-5,0.999998656453793,8,244,vesicle-mediated transport,BP,0.011798940727127111,"A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane.",NA
leaf.white,GO:1900103,3.226533086298759e-5,1,2,2,positive regulation of endoplasmic reticulum unfolded protein response,BP,0.024450667727971994,NA,NA
leaf.yellow,GO:0006120,2.470434724491568e-10,0.999999999993369,9,23,"mitochondrial electron transport, NADH to ubiquinone",BP,9.360477171098551e-7,"The transfer of electrons from NADH to ubiquinone that occurs during oxidative phosphorylation, mediated by the multisubunit enzyme known as complex I.",NA
leaf.yellow,GO:0000398,2.9399576587811026e-8,0.999999992766508,27,182,"mRNA splicing, via spliceosome",BP,5.569749784560799e-5,"The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced.",NA
leaf.yellow,GO:0006397,1.1155825248495274e-7,0.9999999659360002,33,294,mRNA processing,BP,1.4089807288849532e-4,Any process involved in the conversion of a primary mRNA transcript into one or more mature mRNA(s) prior to translation into polypeptide.,NA
leaf.yellow,GO:0010228,1.2262997181687491e-6,0.9999996280749638,27,222,vegetative to reproductive phase transition of meristem,BP,0.0011616124080353477,"The process involved in transforming a meristem that produces vegetative structures, such as leaves, into a meristem that produces reproductive structures, such as a flower or an inflorescence.",NA
leaf.yellow,GO:0009908,2.50221886894456e-5,0.9999897991311875,33,397,flower development,BP,0.018961814588861876,"The process whose specific outcome is the progression of the flower over time, from its formation to the mature structure. The flower is the reproductive structure in a plant, and its development begins with the transition of the vegetative or inflorescence meristem into a floral meristem.",NA
leaf.yellow,GO:0090351,4.760704638014624e-5,0.9999930890809333,9,57,seedling development,BP,0.03006384978906235,"The process whose specific outcome is the progression of the seedling over time, beginning with seed germination and ending when the first adult leaves emerge.",NA
leaf.yellow,GO:0008150,5.991358498601215e-5,0.9999566198412708,217,6445,biological_process,BP,0.03243036764457144,"A biological process represents a specific objective that the organism is genetically programmed to achieve. Biological processes are often described by their outcome or ending state, e.g., the biological process of cell division results in the creation of two daughter cells (a divided cell) from a single parent cell. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",NA
leaf.yellowgreen,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
root.black,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
root.blue,GO:0010499,7.871110933788248e-12,1,20,49,proteasomal ubiquitin-independent protein catabolic process,BP,2.4157413700166515e-8,The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome but do not involve ubiquitin.,NA
root.blue,GO:0043161,1.2751340037036956e-11,1,41,167,proteasome-mediated ubiquitin-dependent protein catabolic process,BP,2.4157413700166515e-8,"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome.",NA
root.blue,GO:0010498,3.7813860322752054e-11,1,20,52,proteasomal protein catabolic process,BP,4.775890558763584e-8,The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome.,NA
root.blue,GO:0006511,4.094794155409319e-7,1,79,586,ubiquitin-dependent protein catabolic process,BP,3.878793763711477e-4,"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein.",NA
root.blue,GO:0016192,6.611461558842125e-7,0.9999997608407242,40,244,vesicle-mediated transport,BP,5.010165569290562e-4,"A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane.",NA
root.blue,GO:0007017,7.802051699326216e-6,0.9999983434932125,16,65,microtubule-based process,BP,0.0049269956481245054,"Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins.",NA
root.blue,GO:0046686,1.2395433032779765e-5,0.9999929327280926,92,753,response to cadmium ion,BP,0.005893664904339502,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus.",NA
root.blue,GO:0000398,1.3377337993060878e-5,0.9999950410148759,31,182,"mRNA splicing, via spliceosome",BP,0.005893664904339502,"The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced.",NA
root.blue,GO:0040014,1.3999204048312354e-5,0.9999998115782344,5,6,regulation of multicellular organism growth,BP,0.005893664904339502,"Any process that modulates the frequency, rate or extent of growth of the body of an organism so that it reaches its usual body size.",NA
root.blue,GO:0006412,2.331263444057006e-5,0.9999872597765503,70,715,translation,BP,0.008524283395503441,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",NA
root.blue,GO:0006120,2.4747193811173885e-5,0.999997557930968,8,23,"mitochondrial electron transport, NADH to ubiquinone",BP,0.008524283395503441,"The transfer of electrons from NADH to ubiquinone that occurs during oxidative phosphorylation, mediated by the multisubunit enzyme known as complex I.",NA
root.blue,GO:0009735,4.475915651605943e-5,0.9999772107788033,54,412,response to cytokinin,BP,0.014132703669945764,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokinin stimulus.",NA
root.blue,GO:0000226,5.022528824481302e-5,0.9999848503151594,20,98,microtubule cytoskeleton organization,BP,0.014638739781507426,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins.",NA
root.blue,GO:0034976,7.441450030306938e-5,0.9999829285124922,14,55,response to endoplasmic reticulum stress,BP,0.020139752974880708,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stress acting at the endoplasmic reticulum. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen.",NA
root.blue,GO:0006122,8.879660674599193e-5,0.9999890790885683,8,26,"mitochondrial electron transport, ubiquinol to cytochrome c",BP,0.02243002286403756,"The transfer of electrons from ubiquinol to cytochrome c that occurs during oxidative phosphorylation, mediated by the multisubunit enzyme known as complex III.",NA
root.blue,GO:0043248,1.1951577737353518e-4,0.9999880892030916,7,18,proteasome assembly,BP,0.027027560166051838,"The aggregation, arrangement and bonding together of a mature, active proteasome complex.",NA
