name,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,over_represented_padjust,Term,Definition
leaf.voom5.module.signedhybrid_plum2,GO:0010270,5.47E-06,0.999999978,3,5,photosystem II oxygen evolving complex assembly,BP,0.005177653,photosystem II oxygen evolving complex assembly,"The aggregation, arrangement and bonding together of a set of components to form the oxygen evolving complex (OEC) of photosystem II on a thylakoid membrane. The OEC protects the calcium-4 manganese-5 oxide cluster which is bound to the D1 and CP43 proteins. The exact protein composition of the OEC varies between cyanobacteria and plants, and in plants consists of three extrinsic nuclear-encoded polypeptides: PsbO, PsbP and PsbQ."
leaf.voom5.module.signedhybrid_plum2,GO:0009642,3.87E-05,0.999998752,4,26,response to light intensity,BP,0.024723789,response to light intensity,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light intensity stimulus."
leaf.voom5.module.signedhybrid_plum2,GO:0045454,3.92E-05,0.999993375,10,253,cell redox homeostasis,BP,0.024723789,cell redox homeostasis,Any process that maintains the redox environment of a cell or compartment within a cell.
leaf.voom5.module.signedhybrid_plum2,GO:0008615,6.39E-05,0.999999082,3,10,pyridoxine biosynthetic process,BP,0.034602225,pyridoxine biosynthetic process,"The chemical reactions and pathways resulting in the formation of pyridoxine, 2-methyl-3-hydroxy-4,5-bis(hydroxymethyl)pyridine, one of the vitamin B6 compounds."
leaf.voom5.module.signedhybrid_plum2,GO:0010190,9.81E-05,0.999998327,3,11,cytochrome b6f complex assembly,BP,0.046453511,cytochrome b6f complex assembly,"Formation of cytochrome b6f complex, a complex that transfers electrons from reduced plastoquinone to oxidized plastocyanin and translocates protons from the stroma to the lumen, by the aggregation, arrangement and bonding together of its constituents."
leaf.voom5.module.signedhybrid_skyblue1,GO:0019761,0,1,13,69,glucosinolate biosynthetic process,BP,0,glucosinolate biosynthetic process,"The chemical reactions and pathways resulting in the formation of glucosinolates, substituted thioglucosides found in rapeseed products and related cruciferae."
leaf.voom5.module.signedhybrid_skyblue1,GO:0009098,3.62E-10,1,5,30,leucine biosynthetic process,BP,6.86E-07,leucine biosynthetic process,"The chemical reactions and pathways resulting in the formation of leucine, 2-amino-4-methylpentanoic acid."
leaf.voom5.module.signedhybrid_skyblue1,GO:0009625,3.20E-06,0.999999944,4,84,response to insect,BP,0.004038042,response to insect,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from an insect."
leaf.voom5.module.signedhybrid_skyblue1,GO:0009086,6.49E-06,0.999999951,3,26,methionine biosynthetic process,BP,0.006144186,methionine biosynthetic process,"The chemical reactions and pathways resulting in the formation of methionine (2-amino-4-(methylthio)butanoic acid), a sulfur-containing, essential amino acid found in peptide linkage in proteins."
leaf.voom5.module.signedhybrid_thistle1,GO:0000162,0,1,8,35,tryptophan biosynthetic process,BP,0,tryptophan biosynthetic process,"The chemical reactions and pathways resulting in the formation of tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid; tryptophan is synthesized from chorismate via anthranilate."
leaf.voom5.module.signedhybrid_thistle1,GO:0009611,4.59E-15,1,17,419,response to wounding,BP,8.70E-12,response to wounding,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism."
leaf.voom5.module.signedhybrid_thistle1,GO:0009684,2.05E-09,1,5,17,indoleacetic acid biosynthetic process,BP,2.29E-06,indoleacetic acid biosynthetic process,"The chemical reactions and pathways resulting in the formation of indole-3-acetic acid, a compound which functions as a growth regulator in plants."
leaf.voom5.module.signedhybrid_thistle1,GO:0009809,2.63E-09,1,8,116,lignin biosynthetic process,BP,2.29E-06,lignin biosynthetic process,"The chemical reactions and pathways resulting in the formation of lignins, a class of polymers formed by the dehydrogenetive radical polymerization of various phenylpropanoid monomers."
leaf.voom5.module.signedhybrid_thistle1,GO:0009753,3.02E-09,1,11,338,response to jasmonic acid,BP,2.29E-06,response to jasmonic acid,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a jasmonic acid stimulus."
leaf.voom5.module.signedhybrid_thistle1,GO:2000022,5.35E-09,1,7,89,regulation of jasmonic acid mediated signaling pathway,BP,3.38E-06,regulation of jasmonic acid mediated signaling pathway,"Any process that modulates the frequency, rate or extent of jasmonic acid mediated signaling pathway."
leaf.voom5.module.signedhybrid_thistle1,GO:0031347,6.92E-09,1,7,95,regulation of defense response,BP,3.75E-06,regulation of defense response,"Any process that modulates the frequency, rate or extent of a defense response."
leaf.voom5.module.signedhybrid_thistle1,GO:0010439,1.85E-08,1,5,28,regulation of glucosinolate biosynthetic process,BP,8.78E-06,regulation of glucosinolate biosynthetic process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of glucosinolates, substituted thioglucosides found in rapeseed products and related cruciferae."
leaf.voom5.module.signedhybrid_thistle1,GO:0070814,4.15E-08,1,4,13,hydrogen sulfide biosynthetic process,BP,1.75E-05,hydrogen sulfide biosynthetic process,"The chemical reactions and pathways resulting in the formation of hydrogen sulfide, H2S."
leaf.voom5.module.signedhybrid_thistle1,GO:0052544,6.16E-08,0.999999999,5,31,defense response by callose deposition in cell wall,BP,2.34E-05,defense response by callose deposition in cell wall,"Any process in which callose is transported to, and/or maintained in, the cell wall during the defense response. Callose is a linear 1,3-beta-d-glucan formed from UDP-glucose and is found in certain plant cell walls."
leaf.voom5.module.signedhybrid_thistle1,GO:0019761,6.94E-08,0.999999998,6,69,glucosinolate biosynthetic process,BP,2.39E-05,glucosinolate biosynthetic process,"The chemical reactions and pathways resulting in the formation of glucosinolates, substituted thioglucosides found in rapeseed products and related cruciferae."
leaf.voom5.module.signedhybrid_thistle1,GO:0048232,1.16E-07,0.999999999,4,17,male gamete generation,BP,3.68E-05,male gamete generation,Generation of the male gamete; specialised haploid cells produced by meiosis and along with a female gamete takes part in sexual reproduction.
leaf.voom5.module.signedhybrid_thistle1,GO:0019344,1.34E-07,0.999999998,5,41,cysteine biosynthetic process,BP,3.90E-05,cysteine biosynthetic process,"The chemical reactions and pathways resulting in the formation of cysteine, 2-amino-3-mercaptopropanoic acid."
leaf.voom5.module.signedhybrid_thistle1,GO:0042742,2.01E-07,0.999999973,13,726,defense response to bacterium,BP,5.43E-05,defense response to bacterium,Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism.
leaf.voom5.module.signedhybrid_thistle1,GO:0000103,6.34E-07,0.999999993,4,24,sulfate assimilation,BP,1.58E-04,sulfate assimilation,The pathways by which inorganic sulfate is processed and incorporated into sulfated compounds.
leaf.voom5.module.signedhybrid_thistle1,GO:0055114,7.04E-07,0.99999984,20,1923,oxidation-reduction process,BP,1.58E-04,oxidation-reduction process,"A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons."
leaf.voom5.module.signedhybrid_thistle1,GO:0006730,7.11E-07,0.999999983,5,53,one-carbon metabolic process,BP,1.58E-04,one-carbon metabolic process,The chemical reactions and pathways involving the transfer of one-carbon units in various oxidation states.
leaf.voom5.module.signedhybrid_thistle1,GO:0006952,1.42E-06,0.999999739,15,1165,defense response,BP,2.98E-04,defense response,"Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
leaf.voom5.module.signedhybrid_thistle1,GO:0006556,1.77E-06,0.999999993,3,8,S-adenosylmethionine biosynthetic process,BP,3.53E-04,S-adenosylmethionine biosynthetic process,"The chemical reactions and pathways resulting in the formation of S-adenosylmethionine, S-(5'-adenosyl)-L-methionine, an important intermediate in one-carbon metabolism."
leaf.voom5.module.signedhybrid_thistle1,GO:0009698,7.22E-06,0.999999845,4,41,phenylpropanoid metabolic process,BP,0.001367307,phenylpropanoid metabolic process,The chemical reactions and pathways involving aromatic derivatives of trans-cinnamic acid.
leaf.voom5.module.signedhybrid_thistle1,GO:0032260,1.83E-05,0.999999985,2,3,response to jasmonic acid stimulus involved in jasmonic acid and ethylene-dependent systemic resistance,BP,0.003294978,response to jasmonic acid stimulus involved in jasmonic acid and ethylene-dependent systemic resistance,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a jasmonic acid stimulus received in the context of the jasmonic acid- and ethylene (ethene)-dependent process that confers broad spectrum systemic resistance to disease in response to wounding or a pathogen."
leaf.voom5.module.signedhybrid_thistle1,GO:1900067,2.47E-05,0.999999977,2,3,regulation of cellular response to alkaline pH,BP,0.004092083,regulation of cellular response to alkaline pH,NA
leaf.voom5.module.signedhybrid_thistle1,GO:0009759,2.48E-05,0.999999708,3,19,indole glucosinolate biosynthetic process,BP,0.004092083,indole glucosinolate biosynthetic process,"The chemical reactions and pathways resulting in the formation of indole glucosinolates, sulfur-containing compounds that have a common structure linked to an R group derived from tryptophan."
leaf.voom5.module.signedhybrid_thistle1,GO:0010120,7.16E-05,0.999998753,3,27,camalexin biosynthetic process,BP,0.011300586,camalexin biosynthetic process,"The chemical reactions and pathways resulting in the formation of camalexin, an indole phytoalexin."
leaf.voom5.module.signedhybrid_thistle1,GO:0019438,1.13E-04,0.999997659,3,33,aromatic compound biosynthetic process,BP,0.017169406,aromatic compound biosynthetic process,"The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring."
leaf.voom5.module.signedhybrid_thistle1,GO:0019510,1.18E-04,0.999999595,2,5,S-adenosylhomocysteine catabolic process,BP,0.017257298,S-adenosylhomocysteine catabolic process,"The chemical reactions and pathways resulting in the breakdown of S-adenosylhomocysteine, forming homocysteine and then methionine."
leaf.voom5.module.signedhybrid_thistle1,GO:0009682,1.34E-04,0.99999707,3,33,induced systemic resistance,BP,0.01879332,induced systemic resistance,A response to non-pathogenic bacteria that confers broad spectrum systemic resistance to disease that does not depend upon salicylic acid signaling.
leaf.voom5.module.signedhybrid_thistle1,GO:0001944,1.77E-04,0.99999569,3,41,vasculature development,BP,0.02320663,vasculature development,"The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."
leaf.voom5.module.signedhybrid_thistle1,GO:0009699,1.78E-04,0.999995714,3,34,phenylpropanoid biosynthetic process,BP,0.02320663,phenylpropanoid biosynthetic process,The chemical reactions and pathways resulting in the formation of aromatic derivatives of trans-cinnamic acid.
leaf.voom5.module.signedhybrid_thistle1,GO:0006541,2.03E-04,0.999994851,3,38,glutamine metabolic process,BP,0.025592122,glutamine metabolic process,"The chemical reactions and pathways involving glutamine, 2-amino-4-carbamoylbutanoic acid."
leaf.voom5.module.signedhybrid_thistle1,GO:0006569,2.38E-04,0.999998675,2,7,tryptophan catabolic process,BP,0.029048912,tryptophan catabolic process,"The chemical reactions and pathways resulting in the breakdown of tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid."
leaf.voom5.module.signedhybrid_thistle1,GO:0033353,2.48E-04,0.999998587,2,7,S-adenosylmethionine cycle,BP,0.029375073,S-adenosylmethionine cycle,"A cyclic series of interconversions involving S-adenosylmethionine, S-adenosyl-L-homocysteine, L-cysteine, and L-methionine. Couples utilization of the methyl group of SAM with recycling of the homocysteinyl group and regeneration of methionine."
leaf.voom5.module.signedhybrid_thistle1,GO:0046686,2.92E-04,0.999943584,9,753,response to cadmium ion,BP,0.033515235,response to cadmium ion,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."
leaf.voom5.module.signedhybrid_thistle1,GO:0032259,3.72E-04,0.999954014,6,324,methylation,BP,0.041437901,methylation,The process in which a methyl group is covalently attached to a molecule.
leaf.voom5.module.signedhybrid_thistle1,GO:0009407,4.31E-04,0.999985467,3,67,toxin catabolic process,BP,0.046675827,toxin catabolic process,"The chemical reactions and pathways resulting in the breakdown of toxin, a poisonous compound (typically a protein) that is produced by cells or organisms and that can cause disease when introduced into the body or tissues of an organism."
leaf.voom5.module.signedhybrid_thistle1,GO:0009695,4.76E-04,0.999983629,3,47,jasmonic acid biosynthetic process,BP,0.049367385,jasmonic acid biosynthetic process,"The chemical reactions and pathways resulting in the formation of jasmonic acid, a fatty acid derivative."
leaf.voom5.module.signedhybrid_thistle1,GO:0009805,4.82E-04,0.999995733,2,11,coumarin biosynthetic process,BP,0.049367385,coumarin biosynthetic process,"The chemical reactions and pathways resulting in the formation of coumarins, a class of compounds derived from the phenylacrylic skeleton of cinnamic acids."
leaf.voom5.module.signedhybrid_thistle2,GO:0016036,1.12E-13,1,12,148,cellular response to phosphate starvation,BP,4.25E-10,cellular response to phosphate starvation,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of phosphate."
leaf.voom5.module.signedhybrid_thistle2,GO:0005986,9.20E-08,0.999999999,5,34,sucrose biosynthetic process,BP,1.74E-04,sucrose biosynthetic process,"The chemical reactions and pathways resulting in the formation of sucrose, the disaccharide fructofuranosyl-glucopyranoside."
leaf.voom5.module.signedhybrid_thistle2,GO:0080040,1.94E-07,1,3,5,positive regulation of cellular response to phosphate starvation,BP,2.45E-04,positive regulation of cellular response to phosphate starvation,"Any process that activates or increases the frequency, rate or extent of cellular response to phosphate starvation."
leaf.voom5.module.signedhybrid_thistle2,GO:0071836,5.03E-06,0.99999997,3,10,nectar secretion,BP,0.004762187,nectar secretion,"The controlled release of a nectar by a cell or a tissue. Nectar is a fluid secreted by many angiosperms to promote pollination by providing a reward to pollinators. Nectar may also deter certain organisms from visiting or play other biological roles. Nectar is a complex solution that may include the following types of compounds: sugars, amino acids, organic acids, alkaloids, flavonoids, glycosides, vitamins, phenolics, metal ions, oils, free fatty acids, and proteins."
leaf.voom5.module.signedhybrid_thistle2,GO:0009247,1.08E-05,0.99999991,3,13,glycolipid biosynthetic process,BP,0.008201965,glycolipid biosynthetic process,"The chemical reactions and pathways resulting in the formation of glycolipid, a class of 1,2-di-O-acylglycerols joined at oxygen 3 by a glycosidic linkage to a carbohydrate part (usually a mono-, di- or tri-saccharide)."
leaf.voom5.module.signedhybrid_thistle2,GO:0016311,7.65E-05,0.999996885,4,74,dephosphorylation,BP,0.048332655,dephosphorylation,The process of removing one or more phosphoric (ester or anhydride) residues from a molecule.
leaf.voom5.module.signedhybrid_yellow4,GO:0009772,1.29E-11,1,5,17,photosynthetic electron transport in photosystem II,BP,4.87E-08,photosynthetic electron transport in photosystem II,"A photosynthetic electron transport chain in which electrons move from the primary electron acceptor (Quinone, Q) through a chain of electron transport molecules in the thylakoid membrane until they reach the ultimate electron acceptor of Photosystem II, which is plastocyanin (PC). The electron is then passed to the P700 chlorophyll a molecules of the reaction centre of photosystem I."
leaf.voom5.module.signedhybrid_yellow4,GO:0019684,6.61E-11,1,5,23,"photosynthesis, light reaction",BP,1.25E-07,"photosynthesis, light reaction","The light reactions of photosynthesis, which take place in photosystems II and I. Light energy is harvested and used to power the transfer of electrons among a series of electron donors and acceptors. The final electron acceptor is NADP+, which is reduced to NADPH. NADPH generated from light reactions is used in sugar synthesis in dark reactions. Light reactions also generate a proton motive force across the thylakoid membrane, and the proton gradient is used to synthesize ATP. There are two chemical reactions involved in the light reactions: water oxidation in photosystem II, and NADP reduction in photosystem I."
leaf.voom5.module.signedhybrid_yellow4,GO:0018298,2.35E-08,1,5,69,protein-chromophore linkage,BP,2.96E-05,protein-chromophore linkage,The covalent or noncovalent attachment of a chromophore to a protein.
leaf.voom5.module.signedhybrid_yellow4,GO:0006354,3.51E-07,0.999999999,3,12,"DNA-templated transcription, elongation",BP,3.32E-04,"DNA-templated transcription, elongation",The extension of an RNA molecule after transcription initiation and promoter clearance at a DNA-dependent RNA polymerase promoter by the addition of ribonucleotides catalyzed by an RNA polymerase.
leaf.voom5.module.signedhybrid_yellow4,GO:0006119,2.25E-06,1,2,2,oxidative phosphorylation,BP,0.001704492,oxidative phosphorylation,"The phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis."
leaf.voom5.module.signedhybrid_yellow4,GO:0015990,2.69E-05,0.999999951,2,7,electron transport coupled proton transport,BP,0.017002174,electron transport coupled proton transport,"The transport of protons against an electrochemical gradient, using energy from electron transport."
leaf.voom5.module.signedhybrid_yellow4,GO:2001295,5.45E-05,0.999999852,2,8,malonyl-CoA biosynthetic process,BP,0.029513763,malonyl-CoA biosynthetic process,"The chemical reactions and pathways resulting in the formation of malonyl-CoA, the S-malonyl derivative of coenzyme A."
leaf.voom5.module.signedhybrid_yellow4,GO:0006123,8.04E-05,0.999999702,2,15,"mitochondrial electron transport, cytochrome c to oxygen",BP,0.038089572,"mitochondrial electron transport, cytochrome c to oxygen","The transfer of electrons from cytochrome c to oxygen that occurs during oxidative phosphorylation, mediated by the multisubunit enzyme known as complex IV."
leaf.voom5.module.signedhybrid_yellow4,GO:0022904,9.65E-05,0.99999962,2,12,respiratory electron transport chain,BP,0.040647378,respiratory electron transport chain,A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.
root.voom5.module.signedhybrid_bisque4,GO:0006833,1.79E-18,1,11,34,water transport,BP,6.76E-15,water transport,"The directed movement of water (H2O) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
root.voom5.module.signedhybrid_bisque4,GO:0009407,6.60E-12,1,9,67,toxin catabolic process,BP,1.25E-08,toxin catabolic process,"The chemical reactions and pathways resulting in the breakdown of toxin, a poisonous compound (typically a protein) that is produced by cells or organisms and that can cause disease when introduced into the body or tissues of an organism."
root.voom5.module.signedhybrid_bisque4,GO:0006749,8.74E-11,1,9,85,glutathione metabolic process,BP,1.10E-07,glutathione metabolic process,"The chemical reactions and pathways involving glutathione, the tripeptide glutamylcysteinylglycine, which acts as a coenzyme for some enzymes and as an antioxidant in the protection of sulfhydryl groups in enzymes and other proteins; it has a specific role in the reduction of hydrogen peroxide (H2O2) and oxidized ascorbate, and it participates in the gamma-glutamyl cycle."
root.voom5.module.signedhybrid_bisque4,GO:0055072,8.89E-10,1,8,69,iron ion homeostasis,BP,8.42E-07,iron ion homeostasis,Any process involved in the maintenance of an internal steady state of iron ions within an organism or cell.
root.voom5.module.signedhybrid_bisque4,GO:0071281,6.91E-08,0.999999997,7,77,cellular response to iron ion,BP,4.75E-05,cellular response to iron ion,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an iron ion stimulus."
root.voom5.module.signedhybrid_bisque4,GO:0015670,7.93E-08,1,3,3,carbon dioxide transport,BP,4.75E-05,carbon dioxide transport,"The directed movement of carbon dioxide (CO2) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
root.voom5.module.signedhybrid_bisque4,GO:0055085,8.77E-08,0.999999987,15,562,transmembrane transport,BP,4.75E-05,transmembrane transport,"The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."
root.voom5.module.signedhybrid_bisque4,GO:0071732,1.25E-07,0.999999996,6,52,cellular response to nitric oxide,BP,5.90E-05,cellular response to nitric oxide,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitric oxide stimulus."
root.voom5.module.signedhybrid_bisque4,GO:0009651,2.27E-07,0.999999953,19,1045,response to salt stress,BP,9.54E-05,response to salt stress,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment."
root.voom5.module.signedhybrid_bisque4,GO:0071369,3.06E-07,0.99999999,6,62,cellular response to ethylene stimulus,BP,1.16E-04,cellular response to ethylene stimulus,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ethylene (ethene) stimulus."
root.voom5.module.signedhybrid_bisque4,GO:0010106,1.17E-06,0.999999985,4,19,cellular response to iron ion starvation,BP,4.04E-04,cellular response to iron ion starvation,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of iron ions."
root.voom5.module.signedhybrid_bisque4,GO:0042343,4.24E-06,0.999999851,5,52,indole glucosinolate metabolic process,BP,0.001339303,indole glucosinolate metabolic process,"The chemical reactions and pathways resulting in the formation of indole glucosinolates. Glucosinolates are sulfur-containing compounds that have a common structure linked to an R group derived from tryptophan; indoles are biologically active substances based on 2,3-benzopyrrole, formed during the catabolism of tryptophan."
root.voom5.module.signedhybrid_bisque4,GO:0080170,8.36E-06,0.99999994,3,10,hydrogen peroxide transmembrane transport,BP,0.002435392,hydrogen peroxide transmembrane transport,The process in which hydrogen peroxide is transported across a membrane.
root.voom5.module.signedhybrid_bisque4,GO:0010039,1.12E-05,0.999999733,4,33,response to iron ion,BP,0.003027515,response to iron ion,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an iron ion stimulus."
root.voom5.module.signedhybrid_bisque4,GO:0009414,1.49E-05,0.999997246,12,596,response to water deprivation,BP,0.00375283,response to water deprivation,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a water deprivation stimulus, prolonged deprivation of water."
root.voom5.module.signedhybrid_bisque4,GO:1900409,6.63E-05,0.999999896,2,3,positive regulation of cellular response to oxidative stress,BP,0.015712419,positive regulation of cellular response to oxidative stress,NA
root.voom5.module.signedhybrid_bisque4,GO:0006535,1.30E-04,0.999997275,3,22,cysteine biosynthetic process from serine,BP,0.028879523,cysteine biosynthetic process from serine,"The chemical reactions and pathways resulting in the formation of cysteine from other compounds, including serine."
root.voom5.module.signedhybrid_bisque4,GO:0009970,1.50E-04,0.999996685,3,22,cellular response to sulfate starvation,BP,0.031562512,cellular response to sulfate starvation,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of sulfate."
root.voom5.module.signedhybrid_bisque4,GO:0055114,1.71E-04,0.999939237,21,1923,oxidation-reduction process,BP,0.034058522,oxidation-reduction process,"A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons."
root.voom5.module.signedhybrid_black,GO:0006364,3.09E-20,1,26,160,rRNA processing,BP,1.17E-16,rRNA processing,Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules.
root.voom5.module.signedhybrid_black,GO:0009793,1.39E-10,1,38,767,embryo development ending in seed dormancy,BP,2.63E-07,embryo development ending in seed dormancy,"The process whose specific outcome is the progression of the embryo over time, from zygote formation to the end of seed dormancy. An example of this process is found in Arabidopsis thaliana."
root.voom5.module.signedhybrid_black,GO:0009553,1.05E-07,0.999999984,15,144,embryo sac development,BP,1.33E-04,embryo sac development,"The process whose specific outcome is the progression of the embryo sac over time, from its formation to the mature structure. The process begins with the meiosis of the megasporocyte to form four haploid megaspores. Three of the megaspores disintegrate, and the fourth undergoes mitosis giving rise to a binucleate syncytial embryo sac. The two haploid nuclei migrate to the opposite poles of the embryo sac and then undergo two rounds of mitosis generating four haploid nuclei at each pole. One nucleus from each set of four migrates to the center of the cell. Cellularization occurs, resulting in an eight-nucleate seven-celled structure. This structure contains two synergid cells and an egg cell at the micropylar end, and three antipodal cells at the other end. A binucleate endosperm mother cell is formed at the center. The two polar nuclei fuse resulting in a mononucleate diploid endosperm mother cell. The three antipodal cells degenerate."
root.voom5.module.signedhybrid_black,GO:0071028,2.54E-07,0.999999998,4,8,nuclear mRNA surveillance,BP,2.41E-04,nuclear mRNA surveillance,The set of processes involved in identifying and degrading defective or aberrant mRNAs within the nucleus.
root.voom5.module.signedhybrid_black,GO:0034475,5.02E-07,0.999999996,4,10,U4 snRNA 3'-end processing,BP,3.81E-04,U4 snRNA 3'-end processing,Any process involved in forming the mature 3' end of a U4 snRNA molecule.
root.voom5.module.signedhybrid_black,GO:0000462,2.49E-06,0.999999838,7,49,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0012021,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Any process involved in the maturation of a precursor Small SubUnit (SSU) ribosomal RNA (rRNA) molecule into a mature SSU-rRNA molecule from the pre-rRNA molecule originally produced as a tricistronic rRNA transcript that contains the Small Subunit (SSU) rRNA, 5.8S rRNA, and the Large Subunit (LSU) in that order from 5' to 3' along the primary transcript."
root.voom5.module.signedhybrid_black,GO:0034427,2.56E-06,0.999999966,4,11,"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",BP,0.0012021,"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",The chemical reactions and pathways resulting in the breakdown of the mRNA transcript body that occurs when the 3' end is not protected by a 3'-poly(A) tail; degradation proceeds in the 3' to 5' direction.
root.voom5.module.signedhybrid_black,GO:0006396,2.66E-06,0.999999679,10,103,RNA processing,BP,0.0012021,RNA processing,Any process involved in the conversion of one or more primary RNA transcripts into one or more mature RNA molecules.
root.voom5.module.signedhybrid_black,GO:0034473,3.49E-06,0.999999992,3,4,U1 snRNA 3'-end processing,BP,0.0012021,U1 snRNA 3'-end processing,Any process involved in forming the mature 3' end of a U1 snRNA molecule.
root.voom5.module.signedhybrid_black,GO:0034476,3.49E-06,0.999999992,3,4,U5 snRNA 3'-end processing,BP,0.0012021,U5 snRNA 3'-end processing,Any process involved in forming the mature 3' end of a U5 snRNA molecule.
root.voom5.module.signedhybrid_black,GO:0071042,3.49E-06,0.999999992,3,4,nuclear polyadenylation-dependent mRNA catabolic process,BP,0.0012021,nuclear polyadenylation-dependent mRNA catabolic process,"The chemical reactions and pathways occurring in the nucleus and resulting in the breakdown of a messenger RNA (mRNA) molecule, initiated by the enzymatic addition of a sequence of adenylyl residues (polyadenylation) at the 3' end the target mRNA."
root.voom5.module.signedhybrid_black,GO:0007005,4.64E-06,0.999999491,9,78,mitochondrion organization,BP,0.001464031,mitochondrion organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a mitochondrion; includes mitochondrial morphogenesis and distribution, and replication of the mitochondrial genome as well as synthesis of new mitochondrial components."
root.voom5.module.signedhybrid_black,GO:0071038,9.08E-06,0.999999947,3,6,nuclear polyadenylation-dependent tRNA catabolic process,BP,0.002646523,nuclear polyadenylation-dependent tRNA catabolic process,"The chemical reactions and pathways occurring in the nucleus and resulting in the breakdown of an aberrant or incorrectly modified transfer RNA (tRNA) molecule, initiated by the enzymatic addition of a sequence of adenylyl residues (polyadenylation) at the 3' end the target tRNA."
root.voom5.module.signedhybrid_black,GO:0009451,1.08E-05,0.999997064,19,273,RNA modification,BP,0.002915895,RNA modification,The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically.
root.voom5.module.signedhybrid_black,GO:0016075,1.30E-05,0.999999717,4,14,rRNA catabolic process,BP,0.003275691,rRNA catabolic process,"The chemical reactions and pathways resulting in the breakdown of rRNA, ribosomal RNA, a structural constituent of ribosomes."
